,Event,mass1,mass2,mchirp,spin1x,spin1y,spin1z,spin2x,spin2y,spin2z,mass1_recover,mass2_recover,mchirp_recover,spin1x_recover,spin1y_recover,spin1z_recover,spin2x_recover,spin2y_recover,spin2z_recover,SNR,P_NS,P_EMB,M_rem,label
3947,10184_1000101840,1.3289053,1.4277673,1.1989853,0.0,0.0,0.0,0.0,0.0,0.0,1.5656396,1.2153503,1.1989362,0.0,0.0,0.0,0.0,0.0,0.0,17.24560203477049,1.0,1.0,0.028239565422844008,1
3948,12985_1000129850,1.479885,1.205967,1.1617739,0.0,0.0,0.0,0.0,0.0,0.0,1.4848543,1.2020801,1.1617668,0.0,0.0,0.0,0.0,0.0,0.0,19.11929504289811,1.0,1.0,0.06259421392457712,1
3949,12802_1000128020,1.5232179,1.3546307,1.2500753,0.0,0.0,0.0,0.0,0.0,0.0,1.9245105,1.0883226,1.2498323,0.0,0.0,0.0,0.0,0.0,0.0,10.18022259266085,1.0,1.0,0.02135616026727982,0
3950,11855_1000118550,1.3375002,1.4687943,1.2199057,0.0,0.0,0.0,0.0,0.0,0.0,1.4826725,1.3252313,1.2199042,0.0,0.0,0.0,0.0,0.0,0.0,23.14331903732977,1.0,1.0,0.025836517431378565,1
3951,10857_1000108569,1.2989295,1.252839,1.1105043,0.0,0.0,0.0,0.0,0.0,0.0,1.3500364,1.2063497,1.1106211,0.0,0.0,0.0,0.0,0.0,0.0,10.79302456406687,1.0,1.0,0.05021498904115504,1
3952,19466_1000194659,1.1889892,1.3799417,1.1144811,0.0,0.0,0.0,0.0,0.0,0.0,1.526292,1.0799366,1.1143434,0.0,0.0,0.0,0.0,0.0,0.0,11.15194287496793,1.0,1.0,0.06924864211480952,1
3953,15926_1000159259,1.2815644,1.3225491,1.1333377,0.0,0.0,0.0,0.0,0.0,0.0,1.3610308,1.2457777,1.133348,0.0,0.0,0.0,0.0,0.0,0.0,11.39272072068188,1.0,1.0,0.041626213407694186,1
3954,16378_1000163780,1.3221475,1.5635118,1.2507763,0.0,0.0,0.0,0.0,0.0,0.0,1.6137497,1.2825661,1.2507784,0.0,0.0,0.0,0.0,0.0,0.0,13.44199079584373,1.0,1.0,0.028851205087289365,1
3955,19118_1000191179,1.3268694,1.4231356,1.1961288,0.0,0.0,0.0,0.0,0.0,0.0,1.7470021,1.0923399,1.1960441,0.0,0.0,0.0,0.0,0.0,0.0,9.371895463546146,1.0,1.0,0.028786919781069543,1
3956,12383_1000123829,1.4032259,1.3372904,1.1924646,0.0,0.0,0.0,0.0,0.0,0.0,1.9056385,1.0040233,1.1920708,0.0,0.0,0.0,0.0,0.0,0.0,8.448779584343487,1.0,1.0,0.02621029944468023,1
3957,10707_1000107069,1.3928853,1.521338,1.2670101,0.0,0.0,0.0,0.0,0.0,0.0,1.7401149,1.2246511,1.2669401,0.0,0.0,0.0,0.0,0.0,0.0,9.780976698933312,1.0,1.0,0.013131406576536659,0
3958,12587_1000125869,1.3753352,1.5989048,1.2902192,0.0,0.0,0.0,0.0,0.0,0.0,1.6511354,1.3331892,1.290136,0.0,0.0,0.0,0.0,0.0,0.0,10.15979290835014,1.0,1.0,0.016204692116707494,0
3959,15249_1000152490,1.3499243,1.396602,1.1952878,0.0,0.0,0.0,0.0,0.0,0.0,1.4655081,1.2874795,1.1952982,0.0,0.0,0.0,0.0,0.0,0.0,11.37758042199594,1.0,1.0,0.023097244952847044,0
3960,11698_1000116980,1.41131,1.3365874,1.195561,0.0,0.0,0.0,0.0,0.0,0.0,1.9185641,1.003105,1.1952739,0.0,0.0,0.0,0.0,0.0,0.0,10.77012692573941,1.0,1.0,0.026358358094549825,1
3961,11095_1000110950,1.2962258,1.3135421,1.1359375,0.0,0.0,0.0,0.0,0.0,0.0,1.6613196,1.0360726,1.1358402,0.0,0.0,0.0,0.0,0.0,0.0,16.9242815257038,1.0,1.0,0.03744129655060918,1
3962,11112_1000111120,1.3163096,1.5265594,1.2333652,0.0,0.0,0.0,0.0,0.0,0.0,1.541605,1.3039346,1.2334013,0.0,0.0,0.0,0.0,0.0,0.0,9.59494338611692,1.0,1.0,0.030724195313817853,1
3963,12732_1000127319,1.1978596,1.4099554,1.1306064,0.0,0.0,0.0,0.0,0.0,0.0,1.4543804,1.1626556,1.130617,0.0,0.0,0.0,0.0,0.0,0.0,10.79144543582017,1.0,1.0,0.06610727841174932,1
3964,12371_1000123709,1.2584028,1.3262287,1.1245613,0.0,0.0,0.0,0.0,0.0,0.0,1.3860215,1.205177,1.1245852,0.0,0.0,0.0,0.0,0.0,0.0,13.62368773404437,1.0,1.0,0.04843552324537886,1
3965,13585_1000135850,1.4147419,1.3511425,1.2035391,0.0,0.0,0.0,0.0,0.0,0.0,1.8322307,1.0585177,1.2033858,0.0,0.0,0.0,0.0,0.0,0.0,11.08153087514007,1.0,1.0,0.022752543431894978,0
3966,10150_1000101500,1.5621039,1.3749316,1.2753012,0.0,0.0,0.0,0.0,0.0,0.0,1.6750218,1.2855076,1.2752143,0.0,0.0,0.0,0.0,0.0,0.0,11.09028722984685,1.0,1.0,0.01656991952538125,0
3967,11499_1000114989,1.3303328,1.2078421,1.1032602,0.0,0.0,0.0,0.0,0.0,0.0,1.4297094,1.1264715,1.1032209,0.0,0.0,0.0,0.0,0.0,0.0,21.55651691371113,1.0,1.0,0.06389725382288174,1
3968,13690_1000136899,1.459283,1.4121093,1.2496436,0.0,0.0,0.0,0.0,0.0,0.0,1.5322015,1.346036,1.2496783,0.0,0.0,0.0,0.0,0.0,0.0,12.77283642607535,1.0,1.0,0.009698557821137247,0
3969,14971_1000149709,1.4176207,1.33238,1.1963171,0.0,0.0,0.0,0.0,0.0,0.0,1.5480609,1.2231698,1.1962731,0.0,0.0,0.0,0.0,0.0,0.0,36.99051155201078,1.0,1.0,0.027399312438584667,1
3970,16708_1000167080,1.6021335,1.3373224,1.2732319,0.0,0.0,0.0,0.0,0.0,0.0,2.2233794,0.9924652,1.2728531,0.0,0.0,0.0,0.0,0.0,0.0,9.298327486336259,1.0,1.0,0.024707890069590184,0
3971,16937_1000169370,1.6006247,1.3008202,1.2548193,0.0,0.0,0.0,0.0,0.0,0.0,2.0599895,1.0319675,1.2545036,0.0,0.0,0.0,0.0,0.0,0.0,10.77886203127952,1.0,1.0,0.03385719294769781,1
3972,18933_1000189329,1.3584721,1.3779323,1.191053,0.0,0.0,0.0,0.0,0.0,0.0,1.444398,1.2966752,1.191041,0.0,0.0,0.0,0.0,0.0,0.0,13.31515118982906,1.0,1.0,0.021072767665868488,0
3973,18101_1000181009,1.5413342,1.34894,1.2547172,0.0,0.0,0.0,0.0,0.0,0.0,1.6000814,1.3009152,1.2546575,0.0,0.0,0.0,0.0,0.0,0.0,13.79107793322727,1.0,1.0,0.022543241906946246,0
3974,15828_1000158279,1.4679561,1.3630255,1.2312403,0.0,0.0,0.0,0.0,0.0,0.0,1.5249782,1.3132243,1.2312688,0.0,0.0,0.0,0.0,0.0,0.0,11.75609305364919,1.0,1.0,0.019752799431577314,0
3975,12508_1000125079,1.568695,1.4403642,1.3083392,0.0,0.0,0.0,0.0,0.0,0.0,1.7775759,1.2775763,1.3083454,0.0,0.0,0.0,0.0,0.0,0.0,9.867240905839344,1.0,1.0,0.004944554751785436,0
3976,18498_1000184979,1.5646029,1.3578186,1.2682327,0.0,0.0,0.0,0.0,0.0,0.0,2.1797626,1.001963,1.2677219,0.0,0.0,0.0,0.0,0.0,0.0,9.213435029681108,1.0,1.0,0.02030293212835543,0
3977,14878_1000148780,1.273437,1.4694293,1.1902406,0.0,0.0,0.0,0.0,0.0,0.0,1.8090488,1.0484356,1.1901411,0.0,0.0,0.0,0.0,0.0,0.0,10.17118491289452,1.0,1.0,0.042932762313558526,1
3978,13229_1000132290,1.3064985,1.5950423,1.2554601,0.0,0.0,0.0,0.0,0.0,0.0,2.047744,1.0384355,1.2551882,0.0,0.0,0.0,0.0,0.0,0.0,8.976339912519284,1.0,1.0,0.03245952559780844,1
3979,13012_1000130119,1.3857639,1.4679427,1.2415298,0.0,0.0,0.0,0.0,0.0,0.0,1.9051101,1.0841038,1.2413183,0.0,0.0,0.0,0.0,0.0,0.0,15.30981641324364,1.0,1.0,0.014787864864994593,0
3980,14254_1000142539,1.4584717,1.3179668,1.206657,0.0,0.0,0.0,0.0,0.0,0.0,1.4617454,1.3150914,1.2066644,0.0,0.0,0.0,0.0,0.0,0.0,13.92727366212354,1.0,1.0,0.030883642603880757,1
3981,19834_1000198340,1.3765965,1.4920114,1.2474209,0.0,0.0,0.0,0.0,0.0,0.0,2.042882,1.028094,1.2471261,0.0,0.0,0.0,0.0,0.0,0.0,10.8848550088862,1.0,1.0,0.01662984283209208,0
3982,12717_1000127170,1.4295902,1.4977372,1.2737789,0.0,0.0,0.0,0.0,0.0,0.0,1.6109588,1.3313007,1.2737381,0.0,0.0,0.0,0.0,0.0,0.0,10.69542897935711,1.0,1.0,0.00670016819073898,0
3983,11534_1000115339,1.2168791,1.2404795,1.0695683,0.0,0.0,0.0,0.0,0.0,0.0,1.4925208,1.0186284,1.0695158,0.0,0.0,0.0,0.0,0.0,0.0,9.816045035685924,1.0,1.0,0.06152720520737878,1
3984,11270_1000112700,1.5341601,1.2886932,1.2231352,0.0,0.0,0.0,0.0,0.0,0.0,1.5566953,1.270689,1.2231191,0.0,0.0,0.0,0.0,0.0,0.0,11.80516364079915,1.0,1.0,0.037950890856434265,1
3985,15391_1000153910,1.464586,1.5213602,1.2994266,0.0,0.0,0.0,0.0,0.0,0.0,1.7557348,1.2753431,1.2993679,0.0,0.0,0.0,0.0,0.0,0.0,10.36740243782694,1.0,1.0,0.002166047407758418,0
3986,19288_1000192879,1.3493888,1.4147872,1.2027733,0.0,0.0,0.0,0.0,0.0,0.0,1.5357867,1.245543,1.2027166,0.0,0.0,0.0,0.0,0.0,0.0,9.417960980547003,1.0,1.0,0.023176808582943027,0
3987,17823_1000178229,1.2583368,1.3884438,1.150407,0.0,0.0,0.0,0.0,0.0,0.0,1.6300956,1.0801558,1.1503177,0.0,0.0,0.0,0.0,0.0,0.0,19.96166674953143,1.0,1.0,0.04806214128163222,1
3988,19618_1000196180,1.3210531,1.4045641,1.1857255,0.0,0.0,0.0,0.0,0.0,0.0,1.858478,1.0155905,1.1852944,0.0,0.0,0.0,0.0,0.0,0.0,10.62226466821663,1.0,1.0,0.030391298942402858,1
3989,17452_1000174519,1.4448858,1.3649055,1.2224381,0.0,0.0,0.0,0.0,0.0,0.0,1.4427929,1.3669581,1.2224805,0.0,0.0,0.0,0.0,0.0,0.0,9.971686049024967,1.0,1.0,0.01941854362286736,0
3990,15382_1000153820,1.2094208,1.3819778,1.1249682,0.0,0.0,0.0,0.0,0.0,0.0,1.4043403,1.1906571,1.1249366,0.0,0.0,0.0,0.0,0.0,0.0,9.021655192226627,1.0,1.0,0.06289434555265322,1
3991,17681_1000176810,1.3376535,1.2062291,1.105515,0.0,0.0,0.0,0.0,0.0,0.0,1.4179884,1.1399273,1.1054845,0.0,0.0,0.0,0.0,0.0,0.0,14.76159367056283,1.0,1.0,0.06433620405389111,1
3992,16187_1000161870,1.2707986,1.4429836,1.1783868,0.0,0.0,0.0,0.0,0.0,0.0,1.4909991,1.2315985,1.178613,0.0,0.0,0.0,0.0,0.0,0.0,10.04052514787935,1.0,1.0,0.04395655160248326,1
3993,12053_1000120530,1.4010696,1.3525745,1.1983702,0.0,0.0,0.0,0.0,0.0,0.0,1.5420557,1.2318317,1.1983207,0.0,0.0,0.0,0.0,0.0,0.0,11.09184792376295,1.0,1.0,0.022444901890931387,0
3994,18919_1000189190,1.5217478,1.3891246,1.2654521,0.0,0.0,0.0,0.0,0.0,0.0,1.5333651,1.3790227,1.2655531,0.0,0.0,0.0,0.0,0.0,0.0,11.13441113233546,1.0,1.0,0.013878735666676313,0
3995,11541_1000115409,1.4402391,1.4530027,1.259342,0.0,0.0,0.0,0.0,0.0,0.0,1.5774677,1.3285584,1.2593452,0.0,0.0,0.0,0.0,0.0,0.0,14.11345199244551,1.0,1.0,0.005168406042833349,0
3996,12386_1000123860,1.5941274,1.3861148,1.2934303,0.0,0.0,0.0,0.0,0.0,0.0,2.1051455,1.0718524,1.293144,0.0,0.0,0.0,0.0,0.0,0.0,10.16739905016444,1.0,1.0,0.014040149805208272,0
3997,18890_1000188899,1.4817152,1.3569201,1.2341543,0.0,0.0,0.0,0.0,0.0,0.0,1.7183695,1.1777756,1.2340803,0.0,0.0,0.0,0.0,0.0,0.0,10.17359504333564,1.0,1.0,0.02109032318628737,0
3998,15713_1000157130,1.399526,1.4313312,1.232109,0.0,0.0,0.0,0.0,0.0,0.0,1.8306994,1.107669,1.2319554,0.0,0.0,0.0,0.0,0.0,0.0,14.76742165664887,1.0,1.0,0.012096352198855662,0
3999,14192_1000141920,1.2750738,1.3939618,1.1603816,0.0,0.0,0.0,0.0,0.0,0.0,1.4489664,1.2281932,1.1605401,0.0,0.0,0.0,0.0,0.0,0.0,9.117896151261695,1.0,1.0,0.043147793943382806,1
4000,16642_1000166419,1.3525841,1.4292861,1.2103269,0.0,0.0,0.0,0.0,0.0,0.0,1.4954491,1.2940155,1.2103821,0.0,0.0,0.0,0.0,0.0,0.0,10.46785637748278,1.0,1.0,0.02235673332126308,0
4001,13710_1000137099,1.3150487,1.4821357,1.2149367,0.0,0.0,0.0,0.0,0.0,0.0,1.4332944,1.3590806,1.2149366,0.0,0.0,0.0,0.0,0.0,0.0,9.133172950769394,1.0,1.0,0.03146163947241265,1
4002,16256_1000162559,1.2824589,1.3831145,1.1592653,0.0,0.0,0.0,0.0,0.0,0.0,1.7959644,1.0035762,1.1590215,0.0,0.0,0.0,0.0,0.0,0.0,14.27097897174658,1.0,1.0,0.0411039527750698,1
4003,16177_1000161769,1.2091151,1.4404674,1.148014,0.0,0.0,0.0,0.0,0.0,0.0,1.6975425,1.0366518,1.1479058,0.0,0.0,0.0,0.0,0.0,0.0,14.31613341718782,1.0,1.0,0.062240070994487307,1
4004,12421_1000124209,1.3651544,1.2609435,1.1419951,0.0,0.0,0.0,0.0,0.0,0.0,1.4924634,1.156741,1.141986,0.0,0.0,0.0,0.0,0.0,0.0,8.561716665345191,1.0,1.0,0.047464123043337324,1
4005,10990_1000109899,1.449467,1.2465615,1.1695218,0.0,0.0,0.0,0.0,0.0,0.0,1.5714031,1.1538799,1.1694633,0.0,0.0,0.0,0.0,0.0,0.0,13.819794954079,1.0,1.0,0.050916243407293234,1
4006,16836_1000168359,1.4633211,1.2459514,1.1747189,0.0,0.0,0.0,0.0,0.0,0.0,1.6981488,1.0829047,1.1746209,0.0,0.0,0.0,0.0,0.0,0.0,13.18639622812448,1.0,1.0,0.05092587896328031,1
4007,15597_1000155969,1.4116697,1.4412723,1.2417347,0.0,0.0,0.0,0.0,0.0,0.0,1.6314408,1.2513586,1.241678,0.0,0.0,0.0,0.0,0.0,0.0,10.55247861634985,1.0,1.0,0.009801925928609454,0
4008,17921_1000179209,1.376435,1.246132,1.139847,0.0,0.0,0.0,0.0,0.0,0.0,1.333028,1.2861221,1.1398319,0.0,0.0,0.0,0.0,0.0,0.0,10.42543643172929,1.0,1.0,0.05178475993182872,1
4009,10903_1000109029,1.4881797,1.360326,1.2383848,0.0,0.0,0.0,0.0,0.0,0.0,1.5636114,1.2961755,1.2382514,0.0,0.0,0.0,0.0,0.0,0.0,12.06056386992633,1.0,1.0,0.02026752069951527,0
4010,11558_1000115579,1.4360759,1.4825703,1.2702211,0.0,0.0,0.0,0.0,0.0,0.0,1.5202353,1.4008845,1.2702173,0.0,0.0,0.0,0.0,0.0,0.0,11.32392175554775,1.0,1.0,0.005745107760914975,0
4011,15872_1000158719,1.2810173,1.4298321,1.1778309,0.0,0.0,0.0,0.0,0.0,0.0,1.7909689,1.03698,1.1776623,0.0,0.0,0.0,0.0,0.0,0.0,17.33142113306212,1.0,1.0,0.041172909685483046,1
4012,13341_1000133410,1.4833843,1.3404871,1.227272,0.0,0.0,0.0,0.0,0.0,0.0,1.6827872,1.1880466,1.2272018,0.0,0.0,0.0,0.0,0.0,0.0,17.60763363047787,1.0,1.0,0.025005442128709966,1
4013,11307_1000113069,1.4216158,1.1921165,1.1324221,0.0,0.0,0.0,0.0,0.0,0.0,1.3917634,1.2169124,1.1324285,0.0,0.0,0.0,0.0,0.0,0.0,24.67906269758072,1.0,1.0,0.06771191603208998,1
4014,11912_1000119120,1.5400281,1.3895947,1.2731739,0.0,0.0,0.0,0.0,0.0,0.0,1.7802625,1.210213,1.273091,0.0,0.0,0.0,0.0,0.0,0.0,11.80569502776932,1.0,1.0,0.013689759795560004,0
4015,14370_1000143700,1.3946366,1.398964,1.2159836,0.0,0.0,0.0,0.0,0.0,0.0,1.7619774,1.1185158,1.215884,0.0,0.0,0.0,0.0,0.0,0.0,12.23702431541976,1.0,1.0,0.013090309456663134,0
4016,18307_1000183070,1.2768393,1.3519157,1.143672,0.0,0.0,0.0,0.0,0.0,0.0,1.3867041,1.2454166,1.1437153,0.0,0.0,0.0,0.0,0.0,0.0,10.25162075740928,1.0,1.0,0.04288760996943961,1
4017,15941_1000159410,1.5280786,1.2678552,1.2106646,0.0,0.0,0.0,0.0,0.0,0.0,1.562012,1.2413572,1.2106333,0.0,0.0,0.0,0.0,0.0,0.0,18.74913062866176,1.0,1.0,0.04378724384589464,1
4018,18808_1000188080,1.358866,1.3086298,1.1608479,0.0,0.0,0.0,0.0,0.0,0.0,1.6966166,1.0594453,1.1607523,0.0,0.0,0.0,0.0,0.0,0.0,11.56521327780024,1.0,1.0,0.033895884009677205,1
4019,10794_1000107940,1.5390425,1.3578244,1.2579716,0.0,0.0,0.0,0.0,0.0,0.0,1.462833,1.4275234,1.2579881,0.0,0.0,0.0,0.0,0.0,0.0,11.64592447265744,1.0,1.0,0.020505157687169408,0
4020,10709_1000107089,1.4693233,1.2724477,1.1897293,0.0,0.0,0.0,0.0,0.0,0.0,1.4379833,1.2994939,1.1897254,0.0,0.0,0.0,0.0,0.0,0.0,10.06789488133587,1.0,1.0,0.04321395228158925,1
4021,17400_1000173999,1.5002236,1.4141054,1.2678705,0.0,0.0,0.0,0.0,0.0,0.0,1.9463944,1.1066563,1.26765,0.0,0.0,0.0,0.0,0.0,0.0,17.92809475259694,1.0,1.0,0.00925323991188853,0
4022,16390_1000163899,1.3137244,1.5177382,1.2286226,0.0,0.0,0.0,0.0,0.0,0.0,1.5457135,1.2906626,1.228605,0.0,0.0,0.0,0.0,0.0,0.0,11.92434714426076,1.0,1.0,0.031480584364882054,1
4023,18872_1000188719,1.3489364,1.5314637,1.2507437,0.0,0.0,0.0,0.0,0.0,0.0,1.6472393,1.2575932,1.2507021,0.0,0.0,0.0,0.0,0.0,0.0,13.23537287867411,1.0,1.0,0.022623742649834074,0
4024,19708_1000197079,1.4256252,1.3371336,1.2018203,0.0,0.0,0.0,0.0,0.0,0.0,1.4805968,1.2885222,1.2018462,0.0,0.0,0.0,0.0,0.0,0.0,12.99244637749049,1.0,1.0,0.026161401533687706,1
4025,18314_1000183140,1.3391438,1.5804183,1.2655987,0.0,0.0,0.0,0.0,0.0,0.0,1.6468349,1.2874429,1.2656877,0.0,0.0,0.0,0.0,0.0,0.0,9.58974416217526,1.0,1.0,0.024503371656266617,0
4026,14323_1000143229,1.5895542,1.5279608,1.3566594,0.0,0.0,0.0,0.0,0.0,0.0,2.3916202,1.048991,1.3562859,0.0,0.0,0.0,0.0,0.0,0.0,9.937620368036779,1.0,1.0,,1
4027,15974_1000159739,1.4264655,1.408368,1.2339028,0.0,0.0,0.0,0.0,0.0,0.0,1.7509863,1.1569196,1.2337737,0.0,0.0,0.0,0.0,0.0,0.0,10.71129165573715,1.0,1.0,0.010418778799692312,0
4028,14709_1000147090,1.436028,1.5569881,1.3015088,0.0,0.0,0.0,0.0,0.0,0.0,1.5416635,1.4501045,1.3015107,0.0,0.0,0.0,0.0,0.0,0.0,14.58870278939446,1.0,1.0,0.005587117509886396,0
4029,18146_1000181460,1.3901331,1.5861717,1.2921367,0.0,0.0,0.0,0.0,0.0,0.0,1.6894706,1.3082856,1.2921492,0.0,0.0,0.0,0.0,0.0,0.0,10.43430993491812,1.0,1.0,0.013301650328708612,0
4030,12963_1000129630,1.5253202,1.5651144,1.3450559,0.0,0.0,0.0,0.0,0.0,0.0,1.765388,1.3567142,1.3449548,0.0,0.0,0.0,0.0,0.0,0.0,11.02064952452755,1.0,1.0,,1
4031,10195_1000101949,1.3535106,1.3440253,1.174162,0.0,0.0,0.0,0.0,0.0,0.0,1.4359848,1.2679248,1.1742148,0.0,0.0,0.0,0.0,0.0,0.0,10.49513164467244,1.0,1.0,0.02461557960344047,0
4032,14679_1000146789,1.4606248,1.3963636,1.2431989,0.0,0.0,0.0,0.0,0.0,0.0,1.6279508,1.2568206,1.2431583,0.0,0.0,0.0,0.0,0.0,0.0,19.57115613867715,1.0,1.0,0.012662640913246254,0
4033,18500_1000184999,1.2779841,1.540032,1.2202377,0.0,0.0,0.0,0.0,0.0,0.0,1.9999007,1.0050986,1.2200043,0.0,0.0,0.0,0.0,0.0,0.0,10.67285328478916,1.0,1.0,0.040806765114769744,1
4034,10763_1000107629,1.3294624,1.3548932,1.1683707,0.0,0.0,0.0,0.0,0.0,0.0,1.76921,1.0326474,1.1682873,0.0,0.0,0.0,0.0,0.0,0.0,10.07803325164641,1.0,1.0,0.02833659460136536,1
4035,17378_1000173780,1.3176688,1.2642771,1.1235689,0.0,0.0,0.0,0.0,0.0,0.0,1.3375231,1.24566,1.1235423,0.0,0.0,0.0,0.0,0.0,0.0,13.02539309009757,1.0,1.0,0.04671839535545956,1
4036,11555_1000115549,1.3705335,1.2560257,1.141972,0.0,0.0,0.0,0.0,0.0,0.0,1.3517696,1.2732931,1.1420121,0.0,0.0,0.0,0.0,0.0,0.0,11.60361105121247,1.0,1.0,0.048882070862682515,1
4037,10253_1000102529,1.4496652,1.2571347,1.1746229,0.0,0.0,0.0,0.0,0.0,0.0,1.737407,1.0604144,1.1745251,0.0,0.0,0.0,0.0,0.0,0.0,11.67101695724035,1.0,1.0,0.047824251540411346,1
4038,18515_1000185149,1.3794864,1.494464,1.2497579,0.0,0.0,0.0,0.0,0.0,0.0,1.5748949,1.3107378,1.2497187,0.0,0.0,0.0,0.0,0.0,0.0,10.41181711782016,1.0,1.0,0.01600114413119658,0
4039,18050_1000180500,1.4726317,1.404509,1.2519269,0.0,0.0,0.0,0.0,0.0,0.0,1.7576027,1.1854893,1.2517865,0.0,0.0,0.0,0.0,0.0,0.0,12.42908007346917,1.0,1.0,0.011066077770392138,0
4040,18910_1000189099,1.3771383,1.3647957,1.1934814,0.0,0.0,0.0,0.0,0.0,0.0,1.4983958,1.256238,1.1934557,0.0,0.0,0.0,0.0,0.0,0.0,28.22549495618517,1.0,1.0,0.01958863111064932,0
4041,14034_1000140339,1.486911,1.3214992,1.2198853,0.0,0.0,0.0,0.0,0.0,0.0,1.4826725,1.3252313,1.2199042,0.0,0.0,0.0,0.0,0.0,0.0,8.903396932975177,1.0,1.0,0.02974936561785359,1
4042,10639_1000106389,1.3737504,1.5457009,1.2681181,0.0,0.0,0.0,0.0,0.0,0.0,1.5731179,1.3504826,1.268138,0.0,0.0,0.0,0.0,0.0,0.0,11.48701811335237,1.0,1.0,0.016934553636442733,0
4043,19253_1000192530,1.2777038,1.3047985,1.1240252,0.0,0.0,0.0,0.0,0.0,0.0,1.5222629,1.100774,1.1239625,0.0,0.0,0.0,0.0,0.0,0.0,19.26147583761526,1.0,1.0,0.04279012052439656,1
4044,17408_1000174079,1.3215029,1.458974,1.2084969,0.0,0.0,0.0,0.0,0.0,0.0,1.4078059,1.368945,1.208509,0.0,0.0,0.0,0.0,0.0,0.0,10.40799782564147,1.0,1.0,0.029959811609967395,1
4045,13231_1000132309,1.3582431,1.4826435,1.2351445,0.0,0.0,0.0,0.0,0.0,0.0,1.6511703,1.2243716,1.2350346,0.0,0.0,0.0,0.0,0.0,0.0,9.483217917259582,1.0,1.0,0.020778237996405647,0
4046,15211_1000152110,1.4139439,1.363375,1.2086577,0.0,0.0,0.0,0.0,0.0,0.0,1.409063,1.3680769,1.2086624,0.0,0.0,0.0,0.0,0.0,0.0,12.88276706116728,1.0,1.0,0.01986286088731995,0
4047,13672_1000136719,1.3401457,1.3724983,1.1806461,0.0,0.0,0.0,0.0,0.0,0.0,1.4050475,1.3103355,1.1810762,0.0,0.0,0.0,0.0,0.0,0.0,9.906906233614706,1.0,1.0,0.025569074009992972,1
4048,18707_1000187070,1.3944678,1.2789576,1.1623721,0.0,0.0,0.0,0.0,0.0,0.0,1.4952965,1.1952277,1.1623566,0.0,0.0,0.0,0.0,0.0,0.0,14.83563674009578,1.0,1.0,0.042030464537575606,1
4049,11492_1000114920,1.31764,1.2677697,1.1251137,0.0,0.0,0.0,0.0,0.0,0.0,1.4620017,1.1458074,1.1250726,0.0,0.0,0.0,0.0,0.0,0.0,12.57629789449999,1.0,1.0,0.045682253000861844,1
4050,17842_1000178420,1.4172409,1.3739651,1.2147678,0.0,0.0,0.0,0.0,0.0,0.0,1.8352438,1.0757266,1.2145904,0.0,0.0,0.0,0.0,0.0,0.0,11.63178357515538,1.0,1.0,0.017455939209049514,0
4051,15871_1000158710,1.3669194,1.2664905,1.1452576,0.0,0.0,0.0,0.0,0.0,0.0,1.6499615,1.0590835,1.1451942,0.0,0.0,0.0,0.0,0.0,0.0,11.204266743486,1.0,1.0,0.04582131102243627,1
4052,15370_1000153699,1.3754265,1.3822554,1.2003464,0.0,0.0,0.0,0.0,0.0,0.0,1.5751911,1.2110662,1.2003183,0.0,0.0,0.0,0.0,0.0,0.0,9.548228813887315,1.0,1.0,0.017171232758181464,0
4053,17701_1000177010,1.369471,1.3226519,1.1716019,0.0,0.0,0.0,0.0,0.0,0.0,1.3617626,1.3301078,1.1716075,0.0,0.0,0.0,0.0,0.0,0.0,13.14662449681717,1.0,1.0,0.030095197103135064,1
4054,15156_1000151559,1.3094682,1.4424323,1.1961555,0.0,0.0,0.0,0.0,0.0,0.0,1.4483391,1.3042492,1.1961627,0.0,0.0,0.0,0.0,0.0,0.0,16.54129743481239,1.0,1.0,0.03324491944382479,1
4055,19308_1000193079,1.2148017,1.3604499,1.1187907,0.0,0.0,0.0,0.0,0.0,0.0,1.3082316,1.2625268,1.1187754,0.0,0.0,0.0,0.0,0.0,0.0,30.69653405221545,1.0,1.0,0.061461931304413,1
4056,18761_1000187609,1.4177084,1.5950319,1.3086437,0.0,0.0,0.0,0.0,0.0,0.0,2.08532,1.1050136,1.3084495,0.0,0.0,0.0,0.0,0.0,0.0,10.47052732944266,1.0,1.0,0.008261333967952767,0
4057,16458_1000164580,1.3708124,1.240418,1.1349026,0.0,0.0,0.0,0.0,0.0,0.0,1.4803817,1.1515391,1.1348459,0.0,0.0,0.0,0.0,0.0,0.0,10.42824018038276,1.0,1.0,0.05354877307805845,1
4058,17352_1000173519,1.3066384,1.3063861,1.137385,0.0,0.0,0.0,0.0,0.0,0.0,1.4355382,1.1910286,1.1373247,0.0,0.0,0.0,0.0,0.0,0.0,9.83624252419559,1.0,1.0,0.03459345585557327,1
4059,15798_1000157979,1.3763624,1.1925337,1.1147379,0.0,0.0,0.0,0.0,0.0,0.0,1.6513673,1.004098,1.1141503,0.0,0.0,0.0,0.0,0.0,0.0,9.249560405897629,1.0,1.0,0.06819003219113327,1
4060,17932_1000179319,1.4876179,1.4216567,1.2659447,0.0,0.0,0.0,0.0,0.0,0.0,1.5049154,1.4054519,1.2659229,0.0,0.0,0.0,0.0,0.0,0.0,9.267307781970313,1.0,1.0,0.007995823973154586,0
