,Event,mass1,mass2,mchirp,spin1x,spin1y,spin1z,spin2x,spin2y,spin2z,mass1_recover,mass2_recover,mchirp_recover,spin1x_recover,spin1y_recover,spin1z_recover,spin2x_recover,spin2y_recover,spin2z_recover,SNR,P_NS,P_EMB,M_rem,label
119,67045_1000670449,1.5857766,1.410574,1.30156,0.0,0.0,0.0,0.0,0.0,0.0,1.7305641,1.296663,1.3013673,0.0,0.0,0.0,0.0,0.0,0.0,9.791254946833806,1.0,1.0,0.009518500419500262,0
120,63566_1000635660,1.3393728,1.361417,1.1755401,0.0,0.0,0.0,0.0,0.0,0.0,1.8041295,1.0263069,1.1753204,0.0,0.0,0.0,0.0,0.0,0.0,9.353804256635023,1.0,1.0,0.025780533874813553,1
121,65789_1000657890,1.4936869,1.3702762,1.245223,0.0,0.0,0.0,0.0,0.0,0.0,1.564595,1.3096606,1.2451777,0.0,0.0,0.0,0.0,0.0,0.0,9.679758249305555,1.0,1.0,0.017998426356590932,0
122,65082_1000650819,1.4705372,1.4994597,1.2926925,0.0,0.0,0.0,0.0,0.0,0.0,1.9816526,1.1298277,1.2924997,0.0,0.0,0.0,0.0,0.0,0.0,10.68508923843782,1.0,1.0,0.0016233956771824218,0
123,65761_1000657610,1.5966278,1.570155,1.3783644,0.0,0.0,0.0,0.0,0.0,0.0,1.725443,1.4548728,1.3782923,0.0,0.0,0.0,0.0,0.0,0.0,10.25393492144629,1.0,1.0,,1
124,66725_1000667250,1.4179881,1.3883338,1.2214407,0.0,0.0,0.0,0.0,0.0,0.0,1.9014281,1.0527798,1.221131,0.0,0.0,0.0,0.0,0.0,0.0,11.40880125811804,1.0,1.0,0.014367917499494523,0
125,66088_1000660879,1.4016231,1.3577644,1.200911,0.0,0.0,0.0,0.0,0.0,0.0,1.6548828,1.1570258,1.2007868,0.0,0.0,0.0,0.0,0.0,0.0,11.76504715301969,1.0,1.0,0.021203849447696283,0
126,69517_1000695169,1.4278187,1.2575382,1.1660472,0.0,0.0,0.0,0.0,0.0,0.0,1.6168531,1.1170155,1.1659565,0.0,0.0,0.0,0.0,0.0,0.0,12.35580328866359,1.0,1.0,0.04793870753354557,1
127,63487_1000634869,1.4592692,1.1851048,1.143591,0.0,0.0,0.0,0.0,0.0,0.0,1.4855264,1.1651226,1.1436174,0.0,0.0,0.0,0.0,0.0,0.0,11.71519768102218,1.0,1.0,0.06927495363057043,1
128,61533_1000615329,1.3850248,1.3427423,1.1871583,0.0,0.0,0.0,0.0,0.0,0.0,1.7321742,1.0850654,1.1870356,0.0,0.0,0.0,0.0,0.0,0.0,11.94597841612109,1.0,1.0,0.024893332489376547,0
129,69275_1000692749,1.5169181,1.4103103,1.2731359,0.0,0.0,0.0,0.0,0.0,0.0,1.569152,1.3643541,1.273145,0.0,0.0,0.0,0.0,0.0,0.0,8.6713805679478,1.0,1.0,0.00987117013264377,0
130,60034_1000600339,1.4008968,1.48055,1.2536474,0.0,0.0,0.0,0.0,0.0,0.0,1.6113038,1.290082,1.2535907,0.0,0.0,0.0,0.0,0.0,0.0,13.10646321586093,1.0,1.0,0.011728991598325838,0
131,69928_1000699279,1.3289317,1.469519,1.2162509,0.0,0.0,0.0,0.0,0.0,0.0,1.7036862,1.1541986,1.2161669,0.0,0.0,0.0,0.0,0.0,0.0,14.40997114963986,1.0,1.0,0.027981345042188147,1
132,60195_1000601950,1.6162518,1.3601114,1.2897719,0.0,0.0,0.0,0.0,0.0,0.0,1.7235357,1.2792008,1.289769,0.0,0.0,0.0,0.0,0.0,0.0,14.54546375418859,1.0,1.0,0.019322664155781894,0
133,63390_1000633900,1.253679,1.2663302,1.0968812,0.0,0.0,0.0,0.0,0.0,0.0,1.3768862,1.1546772,1.0968252,0.0,0.0,0.0,0.0,0.0,0.0,10.24897664530902,1.0,1.0,0.050026708302829785,1
134,69200_1000692000,1.3608716,1.330921,1.1715837,0.0,0.0,0.0,0.0,0.0,0.0,1.5108632,1.2017963,1.171533,0.0,0.0,0.0,0.0,0.0,0.0,22.25580651279427,1.0,1.0,0.02794815065669896,1
135,65754_1000657539,1.412592,1.3706908,1.2113295,0.0,0.0,0.0,0.0,0.0,0.0,1.436114,1.3483818,1.2113001,0.0,0.0,0.0,0.0,0.0,0.0,10.70721158082563,1.0,1.0,0.01819625631981359,0
136,67126_1000671260,1.2542938,1.4200554,1.1613927,0.0,0.0,0.0,0.0,0.0,0.0,1.7645617,1.023295,1.1612575,0.0,0.0,0.0,0.0,0.0,0.0,10.738744736415,1.0,1.0,0.04896616638904918,1
137,66876_1000668759,1.324134,1.3909731,1.1813893,0.0,0.0,0.0,0.0,0.0,0.0,1.8743521,1.0011699,1.1810602,0.0,0.0,0.0,0.0,0.0,0.0,8.997773901436764,1.0,1.0,0.02963785407047837,1
138,62646_1000626460,1.5489683,1.5385848,1.3439264,0.0,0.0,0.0,0.0,0.0,0.0,1.58582,1.5032098,1.3440013,0.0,0.0,0.0,0.0,0.0,0.0,11.2391031186652,1.0,1.0,,1
139,65425_1000654250,1.3772601,1.3752348,1.1980926,0.0,0.0,0.0,0.0,0.0,0.0,1.48616,1.2759025,1.1980727,0.0,0.0,0.0,0.0,0.0,0.0,12.83014895887353,1.0,1.0,0.017214881389046182,0
140,63622_1000636220,1.4008563,1.3078427,1.1781954,0.0,0.0,0.0,0.0,0.0,0.0,1.3785139,1.3288122,1.1781938,0.0,0.0,0.0,0.0,0.0,0.0,14.91984853462311,1.0,1.0,0.033938458757093566,1
141,63604_1000636039,1.2846467,1.3700615,1.154811,0.0,0.0,0.0,0.0,0.0,0.0,1.5002537,1.1762568,1.1547456,0.0,0.0,0.0,0.0,0.0,0.0,13.09203820070573,1.0,1.0,0.04055327716472041,1
142,66030_1000660299,1.2999687,1.3840874,1.1676146,0.0,0.0,0.0,0.0,0.0,0.0,1.6163359,1.1202551,1.1675276,0.0,0.0,0.0,0.0,0.0,0.0,19.85405158844379,1.0,1.0,0.03617912099073564,1
143,66164_1000661639,1.3788323,1.4724202,1.2402773,0.0,0.0,0.0,0.0,0.0,0.0,1.5839773,1.2840844,1.2401888,0.0,0.0,0.0,0.0,0.0,0.0,13.9636881253152,1.0,1.0,0.016233862686576808,0
144,60859_1000608590,1.4917406,1.5030123,1.3035308,0.0,0.0,0.0,0.0,0.0,0.0,1.5805873,1.4192897,1.303506,0.0,0.0,0.0,0.0,0.0,0.0,11.12415328686398,1.0,1.0,0.0002359888442261821,0
145,62568_1000625680,1.4658145,1.3566447,1.2274436,0.0,0.0,0.0,0.0,0.0,0.0,1.6625017,1.2019193,1.2273688,0.0,0.0,0.0,0.0,0.0,0.0,17.77823646495877,1.0,1.0,0.021238113777501746,0
146,61927_1000619269,1.5811697,1.4709373,1.3274667,0.0,0.0,0.0,0.0,0.0,0.0,1.6007388,1.4531277,1.3274083,0.0,0.0,0.0,0.0,0.0,0.0,11.59721363046957,1.0,1.0,0.0015011770040590728,0
147,67880_1000678800,1.5354884,1.3527702,1.2541662,0.0,0.0,0.0,0.0,0.0,0.0,1.8164732,1.1541284,1.2540678,0.0,0.0,0.0,0.0,0.0,0.0,11.60988748706688,1.0,1.0,0.021695677672561836,0
148,66593_1000665929,1.2393749,1.371744,1.1348021,0.0,0.0,0.0,0.0,0.0,0.0,1.4039686,1.2116877,1.134835,0.0,0.0,0.0,0.0,0.0,0.0,17.94114495668308,1.0,1.0,0.05385557391337802,1
149,61770_1000617699,1.4598219,1.5036974,1.289777,0.0,0.0,0.0,0.0,0.0,0.0,1.7662125,1.2500548,1.2897016,0.0,0.0,0.0,0.0,0.0,0.0,13.23312807692993,1.0,1.0,0.0026774302011046474,0
150,63631_1000636310,1.4176259,1.7051291,1.3523334,0.0,0.0,0.0,0.0,0.0,0.0,1.5807012,1.5277354,1.3527899,0.0,0.0,0.0,0.0,0.0,0.0,9.92559948631996,1.0,1.0,0.007593137209761888,0
151,62930_1000629300,1.3555226,1.3639005,1.183691,0.0,0.0,0.0,0.0,0.0,0.0,1.4216119,1.3009975,1.1836885,0.0,0.0,0.0,0.0,0.0,0.0,16.33770102516942,1.0,1.0,0.021787669391503783,0
152,60320_1000603199,1.5095472,1.4806709,1.3014952,0.0,0.0,0.0,0.0,0.0,0.0,1.6506265,1.3565279,1.3014138,0.0,0.0,0.0,0.0,0.0,0.0,8.929747105602235,1.0,1.0,0.0008291912054607804,0
153,68584_1000685839,1.4323826,1.4155627,1.2396142,0.0,0.0,0.0,0.0,0.0,0.0,1.9460557,1.0605639,1.2393659,0.0,0.0,0.0,0.0,0.0,0.0,10.04782127990166,1.0,1.0,0.009114373644457241,0
154,65389_1000653890,1.3426396,1.4891936,1.2306452,0.0,0.0,0.0,0.0,0.0,0.0,1.4523495,1.3762393,1.2306799,0.0,0.0,0.0,0.0,0.0,0.0,16.44606896365761,1.0,1.0,0.024441231960389383,0
155,64282_1000642820,1.3766617,1.5102031,1.2549669,0.0,0.0,0.0,0.0,0.0,0.0,1.8913671,1.1137549,1.2547779,0.0,0.0,0.0,0.0,0.0,0.0,9.205660742552897,1.0,1.0,0.016524705862584234,0
156,68436_1000684360,1.29822,1.2865063,1.1250536,0.0,0.0,0.0,0.0,0.0,0.0,1.5837288,1.0627792,1.1249667,0.0,0.0,0.0,0.0,0.0,0.0,11.03985968090049,1.0,1.0,0.04023721518541467,1
157,63988_1000639879,1.3671316,1.4285078,1.2165208,0.0,0.0,0.0,0.0,0.0,0.0,1.4533724,1.3439296,1.2164778,0.0,0.0,0.0,0.0,0.0,0.0,11.6429051609175,1.0,1.0,0.018963770163966755,0
158,62111_1000621110,1.274784,1.3063422,1.1233996,0.0,0.0,0.0,0.0,0.0,0.0,1.3804303,1.207361,1.123376,0.0,0.0,0.0,0.0,0.0,0.0,15.77147397943684,1.0,1.0,0.0436436248765858,1
159,61403_1000614029,1.3524965,1.4442126,1.2165526,0.0,0.0,0.0,0.0,0.0,0.0,1.8744842,1.0584595,1.2163901,0.0,0.0,0.0,0.0,0.0,0.0,9.199497809669783,1.0,1.0,0.022318000472852866,0
160,60370_1000603700,1.4345356,1.422448,1.243561,0.0,0.0,0.0,0.0,0.0,0.0,1.8393689,1.1226816,1.2434742,0.0,0.0,0.0,0.0,0.0,0.0,10.32917503390608,1.0,1.0,0.007930101775365772,0
161,66615_1000666150,1.2909615,1.3517812,1.149955,0.0,0.0,0.0,0.0,0.0,0.0,1.5605092,1.1240022,1.1498655,0.0,0.0,0.0,0.0,0.0,0.0,8.465333968097543,1.0,1.0,0.03883989651755403,1
162,69236_1000692359,1.4149728,1.3598567,1.2075287,0.0,0.0,0.0,0.0,0.0,0.0,1.8636237,1.0490057,1.2073262,0.0,0.0,0.0,0.0,0.0,0.0,9.534817765829628,1.0,1.0,0.02067943001002691,0
163,62580_1000625799,1.4012263,1.3559668,1.199944,0.0,0.0,0.0,0.0,0.0,0.0,1.7838087,1.0782537,1.1997913,0.0,0.0,0.0,0.0,0.0,0.0,15.01472982568497,1.0,1.0,0.02163163888065118,0
164,64874_1000648739,1.3207281,1.4642413,1.2102959,0.0,0.0,0.0,0.0,0.0,0.0,1.6660302,1.1672753,1.2101941,0.0,0.0,0.0,0.0,0.0,0.0,11.50030513383695,1.0,1.0,0.030123177136425577,1
165,63820_1000638199,1.5156848,1.546857,1.3329659,0.0,0.0,0.0,0.0,0.0,0.0,2.3851855,1.0171239,1.3322412,0.0,0.0,0.0,0.0,0.0,0.0,9.36408728294987,1.0,1.0,,1
166,67290_1000672899,1.4033012,1.183181,1.1209323,0.0,0.0,0.0,0.0,0.0,0.0,1.5303333,1.0895048,1.1208674,0.0,0.0,0.0,0.0,0.0,0.0,15.05171267822766,1.0,1.0,0.07073831983243012,1
167,68646_1000686459,1.4433618,1.2972524,1.1908861,0.0,0.0,0.0,0.0,0.0,0.0,1.5075437,1.2436954,1.1909257,0.0,0.0,0.0,0.0,0.0,0.0,10.31589514596902,1.0,1.0,0.03654401982586275,1
168,68608_1000686079,1.3568622,1.3354429,1.1718494,0.0,0.0,0.0,0.0,0.0,0.0,1.5824785,1.1508253,1.1718465,0.0,0.0,0.0,0.0,0.0,0.0,11.92540939928358,1.0,1.0,0.026787592595115487,1
169,62035_1000620350,1.5173564,1.2433763,1.1945634,0.0,0.0,0.0,0.0,0.0,0.0,1.7435511,1.0915163,1.1944453,0.0,0.0,0.0,0.0,0.0,0.0,18.53767026332225,1.0,1.0,0.05093111458128329,1
170,60543_1000605429,1.3797635,1.484188,1.2456126,0.0,0.0,0.0,0.0,0.0,0.0,1.5584185,1.31558,1.245614,0.0,0.0,0.0,0.0,0.0,0.0,8.917978715848143,1.0,1.0,0.015987702543604793,0
171,65339_1000653390,1.2957361,1.3772742,1.1628456,0.0,0.0,0.0,0.0,0.0,0.0,1.8150694,1.0000877,1.1626749,0.0,0.0,0.0,0.0,0.0,0.0,10.14515395576646,1.0,1.0,0.037388148686271626,1
172,69312_1000693119,1.3888301,1.3900265,1.2095675,0.0,0.0,0.0,0.0,0.0,0.0,1.5847417,1.22227,1.2095575,0.0,0.0,0.0,0.0,0.0,0.0,22.30000692509418,1.0,1.0,0.014282834021926333,0
173,60459_1000604590,1.7194568,1.4616557,1.379196,0.0,0.0,0.0,0.0,0.0,0.0,2.0587375,1.2344952,1.3788904,0.0,0.0,0.0,0.0,0.0,0.0,9.617402481070119,1.0,1.0,0.0019524950202578575,0
174,60711_1000607109,1.3793119,1.322956,1.1759235,0.0,0.0,0.0,0.0,0.0,0.0,1.6885647,1.0906324,1.1758009,0.0,0.0,0.0,0.0,0.0,0.0,16.84953084579243,1.0,1.0,0.029986735181726887,1
175,63210_1000632100,1.3004062,1.6052096,1.2563736,0.0,0.0,0.0,0.0,0.0,0.0,1.49416,1.3944196,1.2564276,0.0,0.0,0.0,0.0,0.0,0.0,11.43074942387544,1.0,1.0,0.03390190081398783,1
176,67024_1000670240,1.344373,1.4553341,1.2174944,0.0,0.0,0.0,0.0,0.0,0.0,1.6282989,1.206523,1.2174655,0.0,0.0,0.0,0.0,0.0,0.0,10.41474883271907,1.0,1.0,0.024224171827684608,0
177,62771_1000627710,1.5074154,1.2525662,1.1951956,0.0,0.0,0.0,0.0,0.0,0.0,1.643336,1.1540345,1.1951354,0.0,0.0,0.0,0.0,0.0,0.0,20.27610308967862,1.0,1.0,0.04841963930949392,1
178,65512_1000655120,1.3589518,1.4550565,1.224011,0.0,0.0,0.0,0.0,0.0,0.0,1.5612342,1.2688766,1.2239728,0.0,0.0,0.0,0.0,0.0,0.0,13.13975237245029,1.0,1.0,0.02075019307570951,0
179,61753_1000617529,1.4640974,1.3817196,1.2380909,0.0,0.0,0.0,0.0,0.0,0.0,1.9833413,1.0402806,1.2377225,0.0,0.0,0.0,0.0,0.0,0.0,11.59150366508551,1.0,1.0,0.015649021903863705,0
180,68339_1000683390,1.5320574,1.4357511,1.2909973,0.0,0.0,0.0,0.0,0.0,0.0,1.6340928,1.3483545,1.2910228,0.0,0.0,0.0,0.0,0.0,0.0,12.62176172902749,1.0,1.0,0.005697233341557566,0
181,65958_1000659579,1.4338138,1.433049,1.2478745,0.0,0.0,0.0,0.0,0.0,0.0,1.7262409,1.1980889,1.2478116,0.0,0.0,0.0,0.0,0.0,0.0,14.63612616615215,1.0,1.0,0.006231760964221954,0
182,69128_1000691279,1.4947795,1.4182223,1.2674321,0.0,0.0,0.0,0.0,0.0,0.0,1.5712807,1.3503501,1.2673455,0.0,0.0,0.0,0.0,0.0,0.0,10.07969872500406,1.0,1.0,0.008557199967829675,0
183,69685_1000696850,1.2224269,1.4208076,1.1466419,0.0,0.0,0.0,0.0,0.0,0.0,1.4609387,1.1903527,1.1468143,0.0,0.0,0.0,0.0,0.0,0.0,9.61474617962978,1.0,1.0,0.0584647568549251,1
184,62274_1000622739,1.3293754,1.3304468,1.1577547,0.0,0.0,0.0,0.0,0.0,0.0,1.4899125,1.1901091,1.1577662,0.0,0.0,0.0,0.0,0.0,0.0,10.61874307396025,1.0,1.0,0.02837763691994041,1
185,61495_1000614949,1.2017318,1.4764098,1.1583558,0.0,0.0,0.0,0.0,0.0,0.0,1.7892433,1.0054612,1.1581203,0.0,0.0,0.0,0.0,0.0,0.0,12.50471698594362,1.0,1.0,0.06393001377073153,1
186,67532_1000675320,1.5639303,1.4897603,1.3287255,0.0,0.0,0.0,0.0,0.0,0.0,1.6620973,1.4034997,1.3286735,0.0,0.0,0.0,0.0,0.0,0.0,11.67777853572864,1.0,1.0,0.0002986158543593058,0
187,69169_1000691689,1.4781177,1.2463416,1.1807327,0.0,0.0,0.0,0.0,0.0,0.0,1.3922031,1.3215729,1.1807594,0.0,0.0,0.0,0.0,0.0,0.0,14.05593464909031,1.0,1.0,0.05062130082544027,1
188,64497_1000644969,1.5702311,1.3075881,1.2463729,0.0,0.0,0.0,0.0,0.0,0.0,1.6204995,1.2686044,1.2463282,0.0,0.0,0.0,0.0,0.0,0.0,21.63295212494711,1.0,1.0,0.03249167371303301,1
189,62795_1000627949,1.4036605,1.4148595,1.2268203,0.0,0.0,0.0,0.0,0.0,0.0,1.5869349,1.2548516,1.2267967,0.0,0.0,0.0,0.0,0.0,0.0,9.735106091631444,1.0,1.0,0.011311290911509812,0
190,64647_1000646469,1.5754919,1.5159794,1.3453418,0.0,0.0,0.0,0.0,0.0,0.0,1.8488735,1.2994885,1.3452123,0.0,0.0,0.0,0.0,0.0,0.0,14.17373302705189,1.0,1.0,,1
191,64285_1000642850,1.3942907,1.4561749,1.2403862,0.0,0.0,0.0,0.0,0.0,0.0,1.6302279,1.2495675,1.2403164,0.0,0.0,0.0,0.0,0.0,0.0,11.18997046672313,1.0,1.0,0.013084645720227384,0
192,64460_1000644600,1.3238543,1.1888218,1.0918095,0.0,0.0,0.0,0.0,0.0,0.0,1.4081422,1.119564,1.0916212,0.0,0.0,0.0,0.0,0.0,0.0,9.177270613261667,1.0,1.0,0.06992777081521881,1
193,61300_1000613000,1.3762099,1.5663998,1.2776321,0.0,0.0,0.0,0.0,0.0,0.0,1.8046354,1.2031597,1.2775502,0.0,0.0,0.0,0.0,0.0,0.0,9.811547033698954,1.0,1.0,0.016269346629454697,0
194,69324_1000693240,1.5834339,1.4281892,1.308794,0.0,0.0,0.0,0.0,0.0,0.0,1.7855567,1.2731012,1.3088075,0.0,0.0,0.0,0.0,0.0,0.0,10.1751166008828,1.0,1.0,0.006651106401018658,0
195,68791_1000687909,1.5013372,1.3199703,1.2249979,0.0,0.0,0.0,0.0,0.0,0.0,1.4367983,1.3783622,1.225053,0.0,0.0,0.0,0.0,0.0,0.0,13.85526684781976,1.0,1.0,0.03002016328450559,1
196,64621_1000646210,1.4267654,1.4110605,1.2352128,0.0,0.0,0.0,0.0,0.0,0.0,1.5601755,1.2926857,1.2352183,0.0,0.0,0.0,0.0,0.0,0.0,10.5948126533853,1.0,1.0,0.009924188856734404,0
197,61313_1000613130,1.5243254,1.2375011,1.1943585,0.0,0.0,0.0,0.0,0.0,0.0,1.6975014,1.1184218,1.1943326,0.0,0.0,0.0,0.0,0.0,0.0,11.12878614764901,1.0,1.0,0.05253171279087549,1
198,68101_1000681010,1.4357425,1.3511249,1.2123834,0.0,0.0,0.0,0.0,0.0,0.0,1.4305646,1.3559345,1.2123721,0.0,0.0,0.0,0.0,0.0,0.0,20.22273577796759,1.0,1.0,0.022681601194329264,0
199,63028_1000630280,1.3353004,1.4867858,1.2262594,0.0,0.0,0.0,0.0,0.0,0.0,1.4845599,1.3372878,1.2262721,0.0,0.0,0.0,0.0,0.0,0.0,13.14364244907478,1.0,1.0,0.026260827842038682,1
200,64222_1000642219,1.4960166,1.3465723,1.2352556,0.0,0.0,0.0,0.0,0.0,0.0,1.5601755,1.2926857,1.2352183,0.0,0.0,0.0,0.0,0.0,0.0,11.07143338817763,1.0,1.0,0.02344597435597596,0
201,60110_1000601100,1.4769089,1.3903967,1.2473854,0.0,0.0,0.0,0.0,0.0,0.0,1.4903464,1.3780037,1.2473724,0.0,0.0,0.0,0.0,0.0,0.0,9.288720281377067,1.0,1.0,0.013807890530154873,0
202,60922_1000609220,1.3636881,1.3941894,1.2003477,0.0,0.0,0.0,0.0,0.0,0.0,1.4567844,1.305722,1.2002921,0.0,0.0,0.0,0.0,0.0,0.0,10.56725431900829,1.0,1.0,0.01982816434831894,0
203,62594_1000625940,1.2418828,1.3591585,1.1307874,0.0,0.0,0.0,0.0,0.0,0.0,1.3342158,1.2647395,1.1307758,0.0,0.0,0.0,0.0,0.0,0.0,10.59491325306626,1.0,1.0,0.05320028871889936,1
204,62039_1000620389,1.4067388,1.3485101,1.1989703,0.0,0.0,0.0,0.0,0.0,0.0,1.4643168,1.2963282,1.1989689,0.0,0.0,0.0,0.0,0.0,0.0,13.86208359461062,1.0,1.0,0.023415134659205687,0
205,66399_1000663989,1.254041,1.3089433,1.1152965,0.0,0.0,0.0,0.0,0.0,0.0,1.5813138,1.0466616,1.1152452,0.0,0.0,0.0,0.0,0.0,0.0,13.31448646542535,1.0,1.0,0.04981691464680007,1
206,60433_1000604330,1.4614975,1.4648458,1.2737639,0.0,0.0,0.0,0.0,0.0,0.0,1.850879,1.1683651,1.2734864,0.0,0.0,0.0,0.0,0.0,0.0,9.835647485729773,1.0,1.0,0.002515882714099117,0
207,64258_1000642580,1.3450865,1.4316055,1.2079211,0.0,0.0,0.0,0.0,0.0,0.0,1.6915209,1.146557,1.2078109,0.0,0.0,0.0,0.0,0.0,0.0,15.57326399346558,1.0,1.0,0.024163043338584357,0
208,67625_1000676249,1.3205123,1.3183175,1.1486169,0.0,0.0,0.0,0.0,0.0,0.0,1.3624221,1.2779893,1.1486006,0.0,0.0,0.0,0.0,0.0,0.0,10.20029002329545,1.0,1.0,0.031322012482697524,1
209,69971_1000699710,1.4291735,1.3413388,1.2052081,0.0,0.0,0.0,0.0,0.0,0.0,1.7048023,1.1334337,1.2051258,0.0,0.0,0.0,0.0,0.0,0.0,10.77622013647925,1.0,1.0,0.025096832620722487,1
210,67388_1000673880,1.3957562,1.2227097,1.136764,0.0,0.0,0.0,0.0,0.0,0.0,1.5513796,1.1052657,1.1366955,0.0,0.0,0.0,0.0,0.0,0.0,8.9353433152497,1.0,1.0,0.0586715721423032,1
211,67990_1000679899,1.3437277,1.4465905,1.213566,0.0,0.0,0.0,0.0,0.0,0.0,1.9236649,1.0294112,1.2133219,0.0,0.0,0.0,0.0,0.0,0.0,9.293759509991217,1.0,1.0,0.02442682959973285,0
212,63320_1000633199,1.4799467,1.2742178,1.1948018,0.0,0.0,0.0,0.0,0.0,0.0,1.498295,1.2590826,1.1947902,0.0,0.0,0.0,0.0,0.0,0.0,12.19708242066439,1.0,1.0,0.042596249433020074,1
213,61177_1000611769,1.3824143,1.4561661,1.2350634,0.0,0.0,0.0,0.0,0.0,0.0,1.5403903,1.3083631,1.2350497,0.0,0.0,0.0,0.0,0.0,0.0,9.6128475765392,1.0,1.0,0.015527376984073393,0
214,61930_1000619300,1.431169,1.4677151,1.2616923,0.0,0.0,0.0,0.0,0.0,0.0,1.5991882,1.315959,1.2616912,0.0,0.0,0.0,0.0,0.0,0.0,9.97979303462242,1.0,1.0,0.006501762566864748,0
215,62597_1000625969,1.5513258,1.4170732,1.2904843,0.0,0.0,0.0,0.0,0.0,0.0,2.2219026,1.0177455,1.2897898,0.0,0.0,0.0,0.0,0.0,0.0,9.63592807275556,1.0,1.0,0.00856705262673514,0
216,68407_1000684069,1.4746362,1.6263019,1.3478235,0.0,0.0,0.0,0.0,0.0,0.0,1.5986314,1.4999712,1.3479245,0.0,0.0,0.0,0.0,0.0,0.0,8.785048330851394,1.0,1.0,0.001126984043132044,0
217,65673_1000656729,1.3488714,1.3757309,1.1858829,0.0,0.0,0.0,0.0,0.0,0.0,1.5289671,1.2168192,1.1858811,0.0,0.0,0.0,0.0,0.0,0.0,12.5508078691731,1.0,1.0,0.02339342398339583,0
218,67282_1000672820,1.3930868,1.5885026,1.2944643,0.0,0.0,0.0,0.0,0.0,0.0,1.6340556,1.3554537,1.2944669,0.0,0.0,0.0,0.0,0.0,0.0,17.80431517362073,1.0,1.0,0.012712226532953586,0
219,67305_1000673050,1.5315098,1.4334728,1.2897367,0.0,0.0,0.0,0.0,0.0,0.0,1.6857492,1.3063202,1.2897669,0.0,0.0,0.0,0.0,0.0,0.0,9.643337789237084,1.0,1.0,0.006032688777075273,0
220,64932_1000649320,1.3695351,1.3729953,1.1937546,0.0,0.0,0.0,0.0,0.0,0.0,1.579158,1.1952589,1.1937082,0.0,0.0,0.0,0.0,0.0,0.0,12.81409978581792,1.0,1.0,0.018499684607125318,0
221,68216_1000682159,1.368979,1.443571,1.2237169,0.0,0.0,0.0,0.0,0.0,0.0,1.5963835,1.2416308,1.2236998,0.0,0.0,0.0,0.0,0.0,0.0,18.42064865594359,1.0,1.0,0.0185002450730442,0
222,61615_1000616149,1.2486727,1.3863704,1.1450889,0.0,0.0,0.0,0.0,0.0,0.0,1.3522023,1.2797374,1.1450971,0.0,0.0,0.0,0.0,0.0,0.0,13.40519972371029,1.0,1.0,0.050941894869696976,1
223,63050_1000630499,1.2719235,1.5371885,1.2161834,0.0,0.0,0.0,0.0,0.0,0.0,1.4803729,1.3193407,1.2162256,0.0,0.0,0.0,0.0,0.0,0.0,15.28416689198242,1.0,1.0,0.042525125533448505,1
224,68303_1000683030,1.3805766,1.4812598,1.2447613,0.0,0.0,0.0,0.0,0.0,0.0,2.1145248,0.9927649,1.2438247,0.0,0.0,0.0,0.0,0.0,0.0,10.04438430340991,1.0,1.0,0.015827269909498416,0
225,67794_1000677940,1.2511334,1.359945,1.1353532,0.0,0.0,0.0,0.0,0.0,0.0,1.3753512,1.2374008,1.1353631,0.0,0.0,0.0,0.0,0.0,0.0,14.49134235700706,1.0,1.0,0.05041450958281056,1
226,64463_1000644629,1.2876086,1.2876588,1.1209503,0.0,0.0,0.0,0.0,0.0,0.0,1.453103,1.1441702,1.1209047,0.0,0.0,0.0,0.0,0.0,0.0,14.50808270068953,1.0,1.0,0.03992251931522511,1
227,68111_1000681109,1.3829056,1.3695726,1.1980689,0.0,0.0,0.0,0.0,0.0,0.0,1.4133073,1.3401273,1.197994,0.0,0.0,0.0,0.0,0.0,0.0,11.76121979152182,1.0,1.0,0.01848719942749149,0
228,65768_1000657679,1.3896548,1.3422056,1.1888961,0.0,0.0,0.0,0.0,0.0,0.0,1.8652347,1.0178472,1.1887164,0.0,0.0,0.0,0.0,0.0,0.0,9.255875395925345,1.0,1.0,0.02501646052375011,1
229,65142_1000651420,1.2775058,1.6046777,1.2448186,0.0,0.0,0.0,0.0,0.0,0.0,1.4957771,1.3675054,1.2448148,0.0,0.0,0.0,0.0,0.0,0.0,14.97336863755234,1.0,1.0,0.040002585044373325,1
230,69445_1000694449,1.3517371,1.3721569,1.1856039,0.0,0.0,0.0,0.0,0.0,0.0,1.4432654,1.286056,1.1856396,0.0,0.0,0.0,0.0,0.0,0.0,11.74382625024311,1.0,1.0,0.022697587185959017,0
231,64094_1000640939,1.4140759,1.5103674,1.2721097,0.0,0.0,0.0,0.0,0.0,0.0,1.9960238,1.0887198,1.2717603,0.0,0.0,0.0,0.0,0.0,0.0,9.27928481224058,1.0,1.0,0.009228328261688228,0
232,60961_1000609610,1.2916465,1.5195976,1.2188315,0.0,0.0,0.0,0.0,0.0,0.0,1.9231409,1.0377812,1.2183856,0.0,0.0,0.0,0.0,0.0,0.0,11.64528694792157,1.0,1.0,0.0373236012172012,1
233,68945_1000689450,1.3980447,1.4538732,1.2410839,0.0,0.0,0.0,0.0,0.0,0.0,1.455271,1.3965364,1.2410053,0.0,0.0,0.0,0.0,0.0,0.0,11.37340332533154,1.0,1.0,0.012347923845119275,0
