event_ID,P_NS,P_REM
14566,0.0431,0.0
14567,0.0123,0.0
14568,0.0123,0.0
14569,0.0123,0.0
14570,0.0123,0.0
14571,0.0821,0.0
14572,0.0123,0.0
14573,0.0123,0.0
14574,0.0123,0.0
14575,0.0123,0.0
14576,0.0123,0.0
14577,0.0123,0.0
14578,0.0572,0.0
14579,0.0388,0.0
14580,0.0124,0.0
14581,0.0123,0.0
14582,0.0123,0.0
14583,0.0123,0.0
14584,0.0123,0.0
14585,0.0123,0.0
14586,0.0123,0.0
14587,0.9885,0.9847
14588,0.9877,0.9482
14589,0.9885,0.9847
14590,0.9885,0.9847
14591,0.9885,0.9847
14592,0.9885,0.9847
14593,0.9885,0.9847
14594,0.9885,0.9847
14595,0.9885,0.9847
14596,0.9885,0.9847
14597,0.9885,0.9847
14598,0.9885,0.0
14599,0.9621,0.0
14600,0.9885,0.0
14601,0.9885,0.0
14602,0.8854,0.0
14603,0.9885,0.9847
14604,0.9885,0.9847
14605,0.9885,0.9847
14606,0.9885,0.9847
14607,0.9885,0.9847
14608,0.9885,0.9847
14609,0.9885,0.9847
14610,0.9885,0.9847
14611,0.9885,0.9847
14612,0.9885,0.9847
14613,0.9885,0.9847
14614,0.9885,0.9847
14615,0.9885,0.9847
14616,0.9885,0.9847
14617,0.9885,0.9847
14618,0.9885,0.9847
14619,0.9885,0.0
14620,0.9885,0.0
14621,0.8814,0.0
14622,0.9885,0.0
14623,0.9885,0.0
14624,0.3487,0.0
14625,0.9885,0.0
14626,0.4901,0.0
14627,0.665,0.0
14628,0.9885,0.0
14629,0.9885,0.9847
14630,0.9878,0.8422
14631,0.9885,0.9847
14632,0.9879,0.8973
14633,0.9883,0.9134
14634,0.9883,0.9677
14635,0.9868,0.8034
14636,0.9885,0.9847
14637,0.0123,0.0
14638,0.0123,0.0
14639,0.0123,0.0
14640,0.0123,0.0
14641,0.0123,0.0
14642,0.0123,0.0
14643,0.0123,0.0
14644,0.0123,0.0
14645,0.9816,0.0
14646,0.9885,0.0
14647,0.6782,0.0
14648,0.9816,0.0
14649,0.6489,0.0
14650,0.8965,0.0
14651,0.3407,0.0
14652,0.5424,0.0
14653,0.0123,0.0
14654,0.0123,0.0
14655,0.0123,0.0
14656,0.0141,0.0
14657,0.0123,0.0
14658,0.0123,0.0
14659,0.0123,0.0
14660,0.0123,0.0
14661,0.0123,0.0
14662,0.0123,0.0
14663,0.0123,0.0
14664,0.0123,0.0
14665,0.0123,0.0
14666,0.0123,0.0
14667,0.0123,0.0
14668,0.0123,0.0
14669,0.9885,0.0
14670,0.9885,0.0
14671,0.9524,0.0
14672,0.9885,0.0
14673,0.9885,0.0
14674,0.9885,0.0
14675,0.9885,0.0
14676,0.9885,0.0
14677,0.9884,0.0001
14678,0.9885,0.9847
14679,0.9885,0.9847
14680,0.9885,0.0
14681,0.9484,0.0
14682,0.9885,0.0
14683,0.9885,0.9847
14684,0.9885,0.9847
14685,0.9885,0.9847
14686,0.9885,0.9847
14687,0.9885,0.9847
14688,0.9885,0.9847
14689,0.9885,0.9847
14690,0.9885,0.9847
14691,0.9885,0.9847
14692,0.9885,0.9847
14693,0.4989,0.0
14694,0.0123,0.0
14695,0.1141,0.0
14696,0.5411,0.0
14697,0.5411,0.0
14698,0.0141,0.0
14699,0.0123,0.0
14700,0.0432,0.0
14701,0.0537,0.0
14702,0.9885,0.0
14703,0.9885,0.0
14704,0.9885,0.0
14705,0.9885,0.0
14706,0.9885,0.0
14707,0.0124,0.0
14708,0.0123,0.0
14709,0.0123,0.0
14710,0.0433,0.0
14711,0.0125,0.0
14712,0.0975,0.0
14713,0.9885,0.9847
14714,0.9867,0.6689
14715,0.9885,0.9847
14716,0.9885,0.9847
14717,0.9885,0.9847
14718,0.9885,0.9847
14719,0.9885,0.9847
14720,0.9885,0.9847
14721,0.9531,0.0
14722,0.5808,0.0
14723,0.9508,0.0
14724,0.9349,0.0
14725,0.5267,0.0
14726,0.9885,0.0001
14727,0.3747,0.0
14728,0.9885,0.0
14729,0.9885,0.0
14730,0.5412,0.0
14731,0.9885,0.0
14732,0.9885,0.0
14733,0.9885,0.0
14734,0.9878,0.9729
14735,0.9867,0.793
14736,0.9885,0.9847
14737,0.9885,0.9847
14738,0.9885,0.9847
14739,0.9885,0.9847
14740,0.9885,0.9847
14741,0.9885,0.9847
14742,0.9868,0.8007
14743,0.9858,0.8942
14744,0.9885,0.9847
14745,0.9883,0.9247
14746,0.9871,0.8469
14747,0.9884,0.9831
14748,0.9885,0.9847
14749,0.9884,0.9825
14750,0.0155,0.0
14751,0.0123,0.0
14752,0.0154,0.0
14753,0.0123,0.0
14754,0.03,0.0
14755,0.3105,0.0
14756,0.3154,0.0
14757,0.6066,0.0
14758,0.0123,0.0
14759,0.0163,0.0
14760,0.0145,0.0
14761,0.9885,0.9847
14762,0.9885,0.9847
14763,0.9885,0.0
14764,0.9297,0.0
14765,0.612,0.0001
14766,0.5926,0.0
14767,0.685,0.0
14768,0.4989,0.0
14769,0.1002,0.0
14770,0.0125,0.0
14771,0.0208,0.0
14772,0.0409,0.0
14773,0.0409,0.0
14774,0.0865,0.0
14775,0.0123,0.0
14776,0.0154,0.0
14777,0.0123,0.0
14778,0.0123,0.0
14779,0.0151,0.0
14780,0.0124,0.0
14781,0.0123,0.0
14782,0.0123,0.0
14783,0.9885,0.9847
14784,0.0123,0.0
14785,0.2415,0.0
14786,0.0123,0.0
14787,0.0321,0.0
14788,0.0123,0.0
14789,0.0123,0.0
14790,0.0123,0.0
14791,0.0123,0.0
14792,0.9885,0.9847
14793,0.9885,0.9847
14794,0.9885,0.9847
14795,0.9885,0.9847
14796,0.9885,0.9847
14797,0.9885,0.9847
14798,0.9885,0.9847
14799,0.9885,0.9847
14800,0.9885,0.9847
14801,0.9885,0.9847
14802,0.9885,0.9847
14803,0.9885,0.9847
14804,0.9885,0.9847
14805,0.9885,0.9847
14806,0.9885,0.9847
14807,0.9885,0.9847
14808,0.9885,0.9847
14809,0.0123,0.0
14810,0.0123,0.0
14811,0.0123,0.0
14812,0.9885,0.9847
14813,0.9885,0.9847
14814,0.9885,0.9847
14815,0.9885,0.9847
14816,0.9885,0.9847
14817,0.9885,0.9847
14818,0.9885,0.9847
14819,0.9885,0.9847
14820,0.9885,0.9847
14821,0.0123,0.0
14822,0.0123,0.0
14823,0.0123,0.0
14824,0.9885,0.9847
14825,0.9885,0.9847
14826,0.0123,0.0
14827,0.0123,0.0
14828,0.0123,0.0
14829,0.0123,0.0
14830,0.0123,0.0
14831,0.9885,0.0
14832,0.9885,0.0
14833,0.9885,0.9847
14834,0.9885,0.9847
14835,0.9885,0.9847
14836,0.9621,0.0
14837,0.7194,0.0
14838,0.5671,0.0
14839,0.1414,0.0
14840,0.3336,0.0
14841,0.9508,0.0
14842,0.2095,0.0
14843,0.0135,0.0
14844,0.032,0.0
14845,0.0431,0.0
14846,0.0123,0.0
14847,0.0123,0.0
14848,0.0123,0.0
14849,0.0123,0.0
14850,0.0123,0.0
14851,0.0123,0.0
14852,0.0123,0.0
14853,0.0123,0.0
14854,0.2062,0.0
14855,0.0124,0.0
14856,0.0591,0.0
14857,0.0337,0.0
14858,0.0124,0.0
14859,0.0123,0.0
14860,0.0123,0.0
14861,0.9885,0.0
14862,0.9885,0.0
14863,0.9885,0.0001
14864,0.9885,0.0
14865,0.9885,0.0
14866,0.9885,0.0
14867,0.988,0.0021
14868,0.9885,0.0
14869,0.9885,0.0001
14870,0.9885,0.0002
14871,0.9883,0.9751
14872,0.9885,0.9847
14873,0.9885,0.9847
14874,0.9885,0.9847
14875,0.9885,0.9847
14876,0.9885,0.9847
14877,0.9885,0.9847
14878,0.0131,0.0
14879,0.0411,0.0
14880,0.014,0.0
14881,0.0135,0.0
14882,0.0364,0.0
14883,0.0135,0.0
14884,0.0123,0.0
14885,0.0123,0.0
14886,0.0123,0.0
14887,0.0123,0.0
14888,0.0123,0.0
14889,0.9297,0.0
14890,0.9266,0.0001
14891,0.9885,0.0
14892,0.9885,0.0
14893,0.9885,0.0
14894,0.0123,0.0
14895,0.0123,0.0
14896,0.0284,0.0
14897,0.0337,0.0
14898,0.0123,0.0
14899,0.014,0.0
14900,0.014,0.0
14901,0.0123,0.0
14902,0.0123,0.0
14903,0.0123,0.0
14904,0.0123,0.0
14905,0.0123,0.0
14906,0.0123,0.0
14907,0.0123,0.0
14908,0.0123,0.0
14909,0.0123,0.0
14910,0.0123,0.0
14911,0.0123,0.0
14912,0.0123,0.0
14913,0.0123,0.0
14914,0.0141,0.0
14915,0.0497,0.0
14916,0.0123,0.0
14917,0.9885,0.9847
14918,0.9885,0.9847
14919,0.9885,0.9847
14920,0.9885,0.9847
14921,0.9885,0.9847
14922,0.9885,0.9847
14923,0.0123,0.0
14924,0.0123,0.0
14925,0.0431,0.0
14926,0.0432,0.0
14927,0.0432,0.0
14928,0.0432,0.0
14929,0.077,0.0
14930,0.9885,0.9847
14931,0.9885,0.9847
14932,0.9885,0.9847
14933,0.9885,0.9847
14934,0.0123,0.0
14935,0.0123,0.0
14936,0.0123,0.0
14937,0.0123,0.0
14938,0.0146,0.0
14939,0.0583,0.0
14940,0.1527,0.0
14941,0.1527,0.0
14942,0.0321,0.0
14943,0.0136,0.0
14944,0.0123,0.0
14945,0.0123,0.0
14946,0.0709,0.0
14947,0.0709,0.0
14948,0.0433,0.0
14949,0.0433,0.0
14950,0.0123,0.0
14951,0.0709,0.0
14952,0.032,0.0
14953,0.0123,0.0
14954,0.0709,0.0
14955,0.0433,0.0
14956,0.0433,0.0
14957,0.0123,0.0
14958,0.0123,0.0
14959,0.0123,0.0
14960,0.0123,0.0
14961,0.0123,0.0
14962,0.0364,0.0
14963,0.9885,0.0
14964,0.9332,0.0
14965,0.9885,0.0
14966,0.9885,0.0
14967,0.9885,0.0
14968,0.9885,0.0
14969,0.9882,0.0002
14970,0.0123,0.0
14971,0.0123,0.0
14972,0.9885,0.9847
14973,0.9885,0.9847
14974,0.9885,0.9847
14975,0.9885,0.9847
14976,0.9885,0.9847
14977,0.9885,0.9847
14978,0.9885,0.9847
14979,0.9885,0.9847
14980,0.9885,0.9847
14981,0.9885,0.9847
14982,0.032,0.0
14983,0.5227,0.0
14984,0.0183,0.0
14985,0.0145,0.0
14986,0.4303,0.0
14987,0.3073,0.0
14988,0.2569,0.0
14989,0.2534,0.0
14990,0.9885,0.9847
14991,0.9885,0.9847
14992,0.9885,0.9847
14993,0.9885,0.9847
14994,0.0163,0.0
14995,0.0656,0.0
14996,0.029,0.0
14997,0.0656,0.0
14998,0.0656,0.0
14999,0.0364,0.0
15000,0.8576,0.0
15001,0.9266,0.0001
15002,0.9297,0.0
15003,0.8988,0.0003
15004,0.9294,0.0394
15005,0.9885,0.0
15006,0.9885,0.0
15007,0.499,0.0008
15008,0.9885,0.0
15009,0.0123,0.0
15010,0.0123,0.0
15011,0.0123,0.0
15012,0.0123,0.0
15013,0.0123,0.0
15014,0.9885,0.9847
15015,0.9885,0.9847
15016,0.9885,0.9847
15017,0.9885,0.9847
15018,0.9885,0.9847
15019,0.9885,0.9847
15020,0.9885,0.9847
15021,0.9885,0.9847
15022,0.9885,0.9847
15023,0.9883,0.9677
15024,0.9885,0.9847
15025,0.9885,0.9847
15026,0.9885,0.9847
15027,0.9883,0.9677
15028,0.9885,0.9847
15029,0.9885,0.9847
15030,0.9883,0.9622
15031,0.0781,0.0
15032,0.0537,0.0
15033,0.0537,0.0
15034,0.0522,0.0
15035,0.0522,0.0
15036,0.9885,0.9847
15037,0.9885,0.9847
15038,0.9885,0.9847
15039,0.9885,0.9847
15040,0.9864,0.8161
15041,0.9882,0.9624
15042,0.9864,0.7249
15043,0.9858,0.33
15044,0.9869,0.8297
15045,0.9864,0.7084
15046,0.9858,0.4968
15047,0.0359,0.0
15048,0.4839,0.0
15049,0.0466,0.0
15050,0.0123,0.0
15051,0.0123,0.0
15052,0.0123,0.0
15053,0.0163,0.0
15054,0.9885,0.9847
15055,0.9885,0.9847
15056,0.9885,0.9847
15057,0.9885,0.9847
15058,0.9885,0.9847
15059,0.2731,0.0
15060,0.7276,0.0
15061,0.2956,0.0
15062,0.7194,0.0
15063,0.3467,0.0
15064,0.4788,0.0
15065,0.1505,0.0
15066,0.1187,0.0
15067,0.0432,0.0
15068,0.0432,0.0
15069,0.0123,0.0
15070,0.0123,0.0
15071,0.0123,0.0
15072,0.0433,0.0
15073,0.0433,0.0
15074,0.9885,0.9847
15075,0.9885,0.9847
15076,0.9885,0.9847
15077,0.9885,0.9847
15078,0.9885,0.9847
15079,0.9885,0.9847
15080,0.9885,0.9847
15081,0.0123,0.0
15082,0.0123,0.0
15083,0.0123,0.0
15084,0.042,0.0
15085,0.0185,0.0
15086,0.0123,0.0
15087,0.0123,0.0
15088,0.4093,0.0
15089,0.3131,0.0
15090,0.5634,0.0
15091,0.6762,0.0
15092,0.4832,0.0
15093,0.5996,0.0
15094,0.0141,0.0
15095,0.0123,0.0
15096,0.0123,0.0
15097,0.0123,0.0
15098,0.355,0.0
15099,0.0123,0.0
15100,0.0362,0.0
15101,0.9885,0.9847
15102,0.9885,0.9847
15103,0.9885,0.9847
15104,0.9885,0.9847
15105,0.9885,0.9847
15106,0.9885,0.9847
15107,0.9885,0.9847
15108,0.9885,0.9847
15109,0.9885,0.9847
15110,0.9885,0.9847
15111,0.9885,0.9847
15112,0.9885,0.9847
15113,0.9885,0.9847
15114,0.9885,0.0
15115,0.9658,0.0001
15116,0.5375,0.0
15117,0.812,0.0
15118,0.3822,0.0
15119,0.406,0.0
15120,0.9885,0.0
15121,0.9885,0.0
15122,0.9149,0.0
15123,0.9885,0.0
15124,0.9297,0.0
15125,0.9885,0.0
15126,0.988,0.0002
15127,0.9885,0.0
15128,0.9885,0.0
15129,0.9885,0.0
15130,0.9885,0.0
15131,0.9885,0.0
15132,0.9885,0.0
15133,0.0123,0.0
15134,0.0123,0.0
15135,0.0123,0.0
15136,0.0123,0.0
15137,0.0124,0.0
15138,0.0123,0.0
15139,0.0123,0.0
15140,0.0123,0.0
15141,0.0123,0.0
15142,0.9885,0.0
15143,0.9885,0.0
15144,0.9884,0.0001
15145,0.6819,0.0
15146,0.9885,0.0
15147,0.9295,0.7049
15148,0.9853,0.2416
15149,0.919,0.2782
15150,0.9853,0.0755
15151,0.9857,0.2794
15152,0.9853,0.1293
15153,0.9853,0.3503
15154,0.9855,0.0795
15155,0.9885,0.9847
15156,0.9885,0.9847
15157,0.9885,0.9847
15158,0.9885,0.9847
15159,0.9885,0.9847
15160,0.9885,0.9847
15161,0.9885,0.9847
15162,0.022,0.0
15163,0.0169,0.0
15164,0.014,0.0
15165,0.0123,0.0
15166,0.0123,0.0
15167,0.0123,0.0
15168,0.0123,0.0
15169,0.9883,0.9751
15170,0.9853,0.233
15171,0.9884,0.9818
15172,0.9885,0.9847
15173,0.9885,0.9847
15174,0.9885,0.9847
15175,0.9885,0.9847
15176,0.9885,0.9847
15177,0.9885,0.9847
15178,0.9885,0.9847
15179,0.9883,0.9827
15180,0.9885,0.9847
15181,0.9864,0.91
15182,0.9885,0.9847
15183,0.9885,0.9847
15184,0.9878,0.9529
15185,0.9885,0.9847
15186,0.9885,0.9847
15187,0.9885,0.9847
15188,0.9885,0.9847
15189,0.9885,0.9847
15190,0.9885,0.9847
15191,0.0123,0.0
15192,0.0123,0.0
15193,0.0123,0.0
15194,0.0123,0.0
15195,0.9885,0.0
15196,0.9885,0.0
15197,0.9885,0.0
15198,0.9885,0.0
15199,0.9885,0.0
15200,0.9885,0.0
15201,0.9885,0.0
15202,0.9885,0.0
15203,0.9885,0.0
15204,0.9885,0.0
15205,0.9885,0.0
15206,0.9885,0.0
15207,0.9885,0.0
15208,0.9866,0.8459
15209,0.9885,0.9847
15210,0.9885,0.9847
15211,0.9885,0.9847
15212,0.9885,0.9847
15213,0.9885,0.9847
15214,0.9885,0.9847
15215,0.9885,0.9847
15216,0.9885,0.9847
15217,0.9885,0.9847
15218,0.9885,0.9847
15219,0.9885,0.9847
15220,0.9885,0.9847
15221,0.9871,0.9129
15222,0.9885,0.9847
15223,0.9885,0.9847
15224,0.9885,0.9847
15225,0.9885,0.9847
15226,0.9885,0.9847
15227,0.0123,0.0
15228,0.0123,0.0
15229,0.0522,0.0
15230,0.0123,0.0
15231,0.9885,0.9847
15232,0.9885,0.9847
15233,0.9885,0.9847
15234,0.9885,0.9847
15235,0.9885,0.9847
15236,0.9885,0.9847
15237,0.9885,0.9847
15238,0.9885,0.9847
15239,0.9885,0.9847
15240,0.9885,0.9847
15241,0.9885,0.0
15242,0.9885,0.0
15243,0.9885,0.0
15244,0.9885,0.9847
15245,0.9885,0.9847
15246,0.9885,0.9847
15247,0.9885,0.9847
15248,0.9885,0.9847
15249,0.9885,0.9847
15250,0.9885,0.0
15251,0.9885,0.0
15252,0.9883,0.9751
15253,0.9885,0.9847
15254,0.9885,0.9847
15255,0.9885,0.9847
15256,0.9885,0.9847
15257,0.9885,0.9847
15258,0.9885,0.9847
15259,0.9885,0.9847
15260,0.9885,0.9847
15261,0.0123,0.0
15262,0.0124,0.0
15263,0.0124,0.0
15264,0.0123,0.0
15265,0.0123,0.0
15266,0.0123,0.0
15267,0.0123,0.0
15268,0.0123,0.0
15269,0.9885,0.9847
15270,0.9885,0.9847
15271,0.9885,0.9847
15272,0.9885,0.9847
15273,0.9885,0.9847
15274,0.9885,0.9847
15275,0.9885,0.9847
15276,0.9885,0.9847
15277,0.9885,0.9847
15278,0.9885,0.9847
15279,0.9885,0.9847
15280,0.9885,0.9847
15281,0.1138,0.0
15282,0.2322,0.0
15283,0.0135,0.0
15284,0.0131,0.0
15285,0.0123,0.0
15286,0.0123,0.0
15287,0.0123,0.0
15288,0.4909,0.0
15289,0.4649,0.0
15290,0.5919,0.0
15291,0.8964,0.0
15292,0.0265,0.0
15293,0.4717,0.0
15294,0.5573,0.0
15295,0.9297,0.0
15296,0.5224,0.0
15297,0.9265,0.0
15298,0.6208,0.0
15299,0.9885,0.0
15300,0.5229,0.0
15301,0.3319,0.0
15302,0.9266,0.0
15303,0.9885,0.0
15304,0.616,0.0
15305,0.0123,0.0
15306,0.0123,0.0
15307,0.0123,0.0
15308,0.032,0.0
15309,0.032,0.0
15310,0.0123,0.0
15311,0.0123,0.0
15312,0.0433,0.0
15313,0.0433,0.0
15314,0.0123,0.0
15315,0.0123,0.0
15316,0.0124,0.0
15317,0.0181,0.0
15318,0.0431,0.0
15319,0.0433,0.0
15320,0.0322,0.0
15321,0.2233,0.0
15322,0.0123,0.0
15323,0.0123,0.0
15324,0.0123,0.0
15325,0.4365,0.0
15326,0.0123,0.0
15327,0.0123,0.0
15328,0.0123,0.0
15329,0.9885,0.9847
15330,0.9885,0.9847
15331,0.6761,0.0
15332,0.988,0.0017
15333,0.9635,0.0
15334,0.0123,0.0
15335,0.0123,0.0
15336,0.0123,0.0
15337,0.0123,0.0
15338,0.0123,0.0
15339,0.0123,0.0
15340,0.0124,0.0
15341,0.0123,0.0
15342,0.0523,0.0
15343,0.0662,0.0
15344,0.9885,0.9847
15345,0.9885,0.9847
15346,0.9885,0.9847
15347,0.9885,0.9847
15348,0.9885,0.9847
15349,0.9885,0.9847
15350,0.9885,0.9847
15351,0.9885,0.9847
15352,0.9885,0.9847
15353,0.9885,0.9847
15354,0.9885,0.9847
15355,0.9885,0.9847
15356,0.9885,0.9847
15357,0.9885,0.9847
15358,0.9885,0.9847
15359,0.9885,0.9847
15360,0.9885,0.9847
15361,0.9885,0.9847
15362,0.9885,0.9847
15363,0.9885,0.9847
15364,0.9885,0.9847
15365,0.9885,0.9847
15366,0.9885,0.9847
15367,0.9883,0.9677
15368,0.9885,0.9847
15369,0.9885,0.9847
15370,0.9879,0.9656
15371,0.9885,0.9847
15372,0.9885,0.9847
15373,0.9885,0.9847
15374,0.9885,0.9847
15375,0.9885,0.9847
15376,0.9885,0.9847
15377,0.9885,0.9847
15378,0.9885,0.9847
15379,0.9885,0.9847
15380,0.9885,0.9847
15381,0.9885,0.9847
15382,0.0123,0.0
15383,0.0364,0.0
15384,0.0123,0.0
15385,0.0123,0.0
15386,0.0123,0.0
15387,0.0124,0.0
15388,0.0123,0.0
15389,0.0124,0.0
15390,0.0284,0.0
15391,0.9885,0.0
15392,0.8336,0.0
15393,0.9265,0.0
15394,0.9885,0.9847
15395,0.9885,0.9847
15396,0.9868,0.9306
15397,0.9885,0.9847
15398,0.9885,0.9847
15399,0.9885,0.9847
15400,0.9885,0.9847
15401,0.9855,0.1466
15402,0.9858,0.6823
15403,0.9853,0.1862
15404,0.9857,0.2242
15405,0.9874,0.0296
15406,0.9885,0.9847
15407,0.9885,0.9847
15408,0.9885,0.9847
15409,0.9885,0.9847
15410,0.9885,0.9847
15411,0.9352,0.0
15412,0.9885,0.0
15413,0.8965,0.0
15414,0.6452,0.0
15415,0.9001,0.0
15416,0.9885,0.0
15417,0.9885,0.9847
15418,0.9885,0.9847
15419,0.9882,0.9808
15420,0.9885,0.9847
15421,0.9885,0.9847
15422,0.9885,0.9847
15423,0.9885,0.9847
15424,0.9885,0.9847
15425,0.9885,0.9847
15426,0.9885,0.9847
15427,0.9885,0.9847
15428,0.9885,0.9847
15429,0.5033,0.0
15430,0.9617,0.0
15431,0.432,0.0
15432,0.9885,0.9847
15433,0.9885,0.9847
15434,0.9885,0.9847
15435,0.9885,0.9847
15436,0.9885,0.9847
15437,0.9885,0.9847
15438,0.9885,0.9847
15439,0.9885,0.9847
15440,0.9885,0.9847
15441,0.9861,0.5631
15442,0.9885,0.9847
15443,0.9885,0.9847
15444,0.9885,0.9847
15445,0.9885,0.9847
15446,0.9885,0.9847
15447,0.9885,0.9847
15448,0.9885,0.9847
15449,0.9885,0.9847
15450,0.9885,0.9847
15451,0.9885,0.9847
15452,0.9885,0.0
15453,0.9885,0.0
15454,0.9885,0.0
15455,0.7731,0.0
15456,0.9521,0.0
15457,0.9885,0.9847
15458,0.9885,0.9847
15459,0.9885,0.9847
15460,0.9885,0.9847
15461,0.9885,0.9847
15462,0.0123,0.0
15463,0.0123,0.0
15464,0.0123,0.0
15465,0.0432,0.0
15466,0.9885,0.9847
15467,0.9885,0.9847
15468,0.9885,0.9847
15469,0.9885,0.9847
15470,0.9885,0.9847
15471,0.9885,0.9847
15472,0.9885,0.9847
15473,0.9885,0.9847
15474,0.9885,0.9847
15475,0.9885,0.9847
15476,0.9885,0.9847
15477,0.9885,0.9847
15478,0.9885,0.9847
15479,0.9885,0.9847
15480,0.9885,0.9847
15481,0.9885,0.9847
15482,0.9885,0.9847
15483,0.9861,0.6039
15484,0.9885,0.9847
15485,0.9885,0.9847
15486,0.9885,0.9847
15487,0.9885,0.9847
15488,0.9885,0.9847
15489,0.9885,0.9847
15490,0.9885,0.9847
15491,0.9885,0.9847
15492,0.9885,0.9847
15493,0.9885,0.9847
15494,0.9885,0.9847
15495,0.9885,0.9847
15496,0.9885,0.9847
15497,0.9885,0.9847
15498,0.9885,0.9847
15499,0.9884,0.9819
15500,0.0141,0.0
15501,0.2431,0.0
15502,0.3384,0.0
15503,0.0123,0.0
15504,0.0123,0.0
15505,0.0123,0.0
15506,0.0123,0.0
15507,0.9508,0.0
15508,0.9885,0.0
15509,0.7709,0.0
15510,0.9885,0.0
15511,0.9885,0.0
15512,0.6253,0.0
15513,0.9885,0.0
15514,0.9885,0.0
15515,0.7857,0.0
15516,0.0583,0.0
15517,0.0583,0.0
15518,0.9885,0.9847
15519,0.9885,0.9847
15520,0.0144,0.0
15521,0.0153,0.0
15522,0.4743,0.0
15523,0.2728,0.0
15524,0.0347,0.0
15525,0.0153,0.0
15526,0.3651,0.0
15527,0.0123,0.0
15528,0.0123,0.0
15529,0.0851,0.0
15530,0.0219,0.0
15531,0.0865,0.0
15532,0.0123,0.0
15533,0.0522,0.0
15534,0.0364,0.0
15535,0.9885,0.9847
15536,0.9885,0.9847
15537,0.9885,0.9847
15538,0.9885,0.9847
15539,0.9885,0.9847
15540,0.9885,0.9847
15541,0.9885,0.9847
15542,0.0209,0.0
15543,0.065,0.0
15544,0.0299,0.0
15545,0.1365,0.0
15546,0.0123,0.0
15547,0.0332,0.0
15548,0.0579,0.0
15549,0.0413,0.0
15550,0.9885,0.9847
15551,0.9885,0.9847
15552,0.9869,0.0118
15553,0.9605,0.0289
15554,0.9875,0.0272
15555,0.9871,0.04
15556,0.9876,0.0639
15557,0.9861,0.0277
15558,0.9853,0.0889
15559,0.9855,0.0438
15560,0.9855,0.7138
15561,0.9885,0.0001
15562,0.9883,0.9751
15563,0.9868,0.8276
15564,0.9883,0.9751
15565,0.9885,0.9847
15566,0.9883,0.9677
15567,0.9885,0.9847
15568,0.9885,0.9847
15569,0.9885,0.9847
15570,0.9885,0.9847
15571,0.9885,0.9847
15572,0.9885,0.9847
15573,0.9265,0.0001
15574,0.9885,0.0
15575,0.6322,0.0
15576,0.9881,0.0148
15577,0.988,0.0303
15578,0.7261,0.0013
15579,0.676,0.0001
15580,0.7535,0.0001
15581,0.4209,0.0072
15582,0.9885,0.0
15583,0.3548,0.0006
15584,0.9885,0.0
15585,0.9318,0.0
15586,0.9816,0.0
15587,0.8967,0.0
15588,0.7193,0.0
15589,0.6171,0.0
15590,0.812,0.0
15591,0.9265,0.0
15592,0.9855,0.0621
15593,0.9855,0.0663
15594,0.9875,0.0669
15595,0.9858,0.0703
15596,0.9873,0.0849
15597,0.9874,0.0599
15598,0.9855,0.1764
15599,0.987,0.0323
15600,0.9873,0.0371
15601,0.6427,0.0025
15602,0.988,0.0014
15603,0.0123,0.0
15604,0.0123,0.0
15605,0.0124,0.0
15606,0.0123,0.0
15607,0.0708,0.0
15608,0.0708,0.0
15609,0.9885,0.9847
15610,0.9885,0.9847
15611,0.9885,0.9847
15612,0.9885,0.9847
15613,0.9885,0.9847
15614,0.9885,0.9847
15615,0.9885,0.9847
15616,0.9885,0.9847
15617,0.0123,0.0
15618,0.0123,0.0
15619,0.0123,0.0
15620,0.0123,0.0
15621,0.0123,0.0
15622,0.0123,0.0
15623,0.0123,0.0
15624,0.0123,0.0
15625,0.0123,0.0
15626,0.0364,0.0
15627,0.0708,0.0
15628,0.0123,0.0
15629,0.0123,0.0
15630,0.0123,0.0
15631,0.0123,0.0
15632,0.0432,0.0
15633,0.0364,0.0
15634,0.0537,0.0
15635,0.6165,0.0
15636,0.2762,0.0
15637,0.3117,0.0
15638,0.9885,0.9847
15639,0.9885,0.9847
15640,0.9885,0.9847
15641,0.0781,0.0
15642,0.0865,0.0
15643,0.1604,0.0
15644,0.0123,0.0
15645,0.0123,0.0
15646,0.9885,0.0002
15647,0.9885,0.0001
15648,0.9885,0.0
15649,0.9885,0.0
15650,0.5993,0.0003
15651,0.9816,0.0
15652,0.717,0.0
15653,0.9265,0.0001
15654,0.9885,0.0
15655,0.9266,0.0002
15656,0.9885,0.0
15657,0.9885,0.9847
15658,0.0123,0.0
15659,0.0123,0.0
15660,0.0123,0.0
15661,0.0123,0.0
15662,0.0123,0.0
15663,0.0123,0.0
15664,0.0123,0.0
15665,0.0123,0.0
15666,0.0123,0.0
15667,0.0552,0.0
15668,0.032,0.0
15669,0.5637,0.0
15670,0.4662,0.0
15671,0.0123,0.0
15672,0.0192,0.0
15673,0.0192,0.0
15674,0.1908,0.0
15675,0.0123,0.0
15676,0.0123,0.0
15677,0.0124,0.0
15678,0.0135,0.0
15679,0.0123,0.0
15680,0.0431,0.0
15681,0.0123,0.0
15682,0.9885,0.0
15683,0.5113,0.0
15684,0.3931,0.0
15685,0.581,0.0
15686,0.5311,0.0
15687,0.6543,0.0
15688,0.9885,0.9847
15689,0.9885,0.9847
15690,0.9885,0.9847
15691,0.9885,0.9847
15692,0.9885,0.9847
