X1+X2,P_NS(APR4_EPP),P_NS(BHF_BBB2),P_NS(H4),P_NS(HQC18),P_NS(KDE0V),P_NS(KDE0V1),P_NS(MPA1),P_NS(MS1_PP),P_NS(MS1B_PP),P_NS(RS),P_NS(SK255),P_NS(SK272),P_NS(SKI2),P_NS(SKI3),P_NS(SKI4),P_NS(SKI5),P_NS(SKI6),P_NS(SKMP),P_NS(SKOP),P_NS(SLy),P_NS(SLY2),P_NS(SLY9),P_NS(SLY230A)
0.720000,0.079857,0.075177,0.002847,0.071476,0.058769,0.063677,0.014559,0.000052,0.000473,0.009360,0.009661,0.008549,0.005632,0.005660,0.016662,0.001334,0.014477,0.015273,0.031159,0.051294,0.053298,0.018764,0.046672
0.740000,0.082458,0.078056,0.002945,0.074007,0.060879,0.065992,0.015024,0.000054,0.000488,0.009727,0.010027,0.008838,0.005816,0.005840,0.017247,0.001376,0.014990,0.015873,0.032255,0.053033,0.055064,0.019416,0.048337
0.760000,0.085079,0.080986,0.003045,0.076572,0.063018,0.068340,0.015494,0.000056,0.000503,0.010093,0.010392,0.009126,0.006002,0.006020,0.017839,0.001417,0.015509,0.016471,0.033365,0.054791,0.056846,0.020076,0.050026
0.780000,0.087722,0.083967,0.003145,0.079170,0.065188,0.070723,0.015966,0.000057,0.000519,0.010456,0.010753,0.009413,0.006189,0.006202,0.018438,0.001459,0.016035,0.017067,0.034490,0.056569,0.058645,0.020744,0.051737
0.800000,0.090385,0.087001,0.003247,0.081803,0.067388,0.073142,0.016441,0.000059,0.000535,0.010815,0.011110,0.009698,0.006378,0.006386,0.019045,0.001501,0.016569,0.017657,0.035629,0.058366,0.060461,0.021421,0.053472
0.820000,0.093069,0.090088,0.003351,0.084471,0.069618,0.075595,0.016920,0.000061,0.000550,0.011167,0.011458,0.009981,0.006569,0.006570,0.019660,0.001544,0.017109,0.018238,0.036783,0.060182,0.062295,0.022105,0.055230
0.840000,0.095773,0.093230,0.003455,0.087173,0.071880,0.078085,0.017402,0.000063,0.000566,0.011511,0.011798,0.010262,0.006761,0.006756,0.020282,0.001586,0.017656,0.018808,0.037952,0.062017,0.064146,0.022798,0.057013
0.860000,0.098499,0.096426,0.003561,0.089912,0.074173,0.080610,0.017887,0.000065,0.000582,0.011845,0.012127,0.010539,0.006955,0.006943,0.020913,0.001629,0.018211,0.019363,0.039135,0.063873,0.066014,0.023499,0.058819
0.880000,0.101245,0.099678,0.003668,0.092686,0.076498,0.083173,0.018376,0.000066,0.000598,0.012165,0.012441,0.010812,0.007151,0.007131,0.021551,0.001672,0.018772,0.019899,0.040334,0.065748,0.067901,0.024209,0.060650
0.900000,0.104012,0.102986,0.003776,0.095496,0.078855,0.085772,0.018867,0.000068,0.000614,0.012469,0.012739,0.011080,0.007349,0.007320,0.022197,0.001715,0.019341,0.020412,0.041548,0.067644,0.069805,0.024927,0.062506
0.920000,0.106799,0.106351,0.003885,0.098343,0.081244,0.088409,0.019362,0.000070,0.000631,0.012754,0.013017,0.011342,0.007548,0.007511,0.022852,0.001759,0.019918,0.020898,0.042777,0.069560,0.071727,0.025654,0.064387
0.940000,0.109608,0.109775,0.003996,0.101227,0.083667,0.091084,0.019859,0.000072,0.000647,0.013016,0.013272,0.011597,0.007749,0.007702,0.023514,0.001803,0.020502,0.021351,0.044022,0.071496,0.073667,0.026389,0.066292
0.960000,0.112437,0.113257,0.004108,0.104148,0.086122,0.093798,0.020360,0.000074,0.000663,0.013252,0.013500,0.011844,0.007952,0.007895,0.024185,0.001847,0.021094,0.021765,0.045282,0.073453,0.075625,0.027133,0.068224
0.980000,0.115287,0.116800,0.004221,0.107107,0.088611,0.096550,0.020864,0.000076,0.000680,0.013457,0.013698,0.012083,0.008156,0.008090,0.024864,0.001891,0.021693,0.022136,0.046559,0.075431,0.077602,0.027887,0.070181
1.000000,0.118157,0.120403,0.004336,0.110105,0.091134,0.099342,0.021370,0.000077,0.000697,0.013628,0.013860,0.012311,0.008362,0.008285,0.025552,0.001936,0.022300,0.022455,0.047851,0.077429,0.079597,0.028649,0.072164
