X2,P_REM(APR4_EPP),P_REM(BHF_BBB2),P_REM(H4),P_REM(HQC18),P_REM(KDE0V),P_REM(KDE0V1),P_REM(MPA1),P_REM(MS1_PP),P_REM(MS1B_PP),P_REM(RS),P_REM(SK255),P_REM(SK272),P_REM(SKI2),P_REM(SKI3),P_REM(SKI4),P_REM(SKI5),P_REM(SKI6),P_REM(SKMP),P_REM(SKOP),P_REM(SLy),P_REM(SLY2),P_REM(SLY9),P_REM(SLY230A)
0.720000,0.533615,0.491900,0.501117,0.497054,0.494051,0.499212,0.519935,0.529920,0.521962,0.514472,0.498947,0.515839,0.505620,0.515740,0.512708,0.506979,0.495238,0.514789,0.495877,0.512503,0.512271,0.518890,0.500604
0.740000,0.560300,0.519511,0.528544,0.524563,0.521620,0.526678,0.546949,0.556697,0.548929,0.541611,0.526418,0.542948,0.532952,0.542850,0.539886,0.534282,0.522783,0.541921,0.523410,0.539686,0.539459,0.545928,0.528041
0.760000,0.587890,0.548270,0.557064,0.553190,0.550325,0.555248,0.574947,0.584399,0.576868,0.569765,0.554995,0.571063,0.561352,0.570968,0.568090,0.562644,0.551457,0.570066,0.552067,0.567895,0.567675,0.573956,0.556575
0.780000,0.616410,0.578221,0.586717,0.582976,0.580207,0.584964,0.603959,0.613054,0.605808,0.598968,0.584719,0.600218,0.590855,0.600127,0.597353,0.592102,0.581301,0.599258,0.581891,0.597166,0.596953,0.603005,0.586244
0.800000,0.645890,0.609407,0.617542,0.613961,0.611309,0.615864,0.634018,0.642692,0.635783,0.629253,0.615630,0.630447,0.621500,0.630360,0.627711,0.622693,0.612358,0.629530,0.612922,0.627532,0.627329,0.633108,0.617090
0.820000,0.676356,0.641874,0.649580,0.646189,0.643677,0.647991,0.665157,0.673342,0.666823,0.660656,0.647770,0.661785,0.653326,0.661702,0.659199,0.654454,0.644670,0.660918,0.645205,0.659030,0.658838,0.664298,0.649152
0.840000,0.707838,0.675668,0.682874,0.679704,0.677355,0.681389,0.697411,0.705033,0.698963,0.693214,0.681182,0.694266,0.686373,0.694190,0.691855,0.687426,0.678284,0.693458,0.678784,0.691697,0.691518,0.696610,0.682474
0.860000,0.740366,0.710838,0.717467,0.714552,0.712391,0.716102,0.730814,0.737798,0.732237,0.726964,0.715911,0.727930,0.720683,0.727859,0.725717,0.721651,0.713246,0.727188,0.713706,0.725572,0.725408,0.730079,0.717099
0.880000,0.773969,0.747435,0.753405,0.750781,0.748834,0.752176,0.765402,0.771668,0.766680,0.761945,0.752005,0.762813,0.756299,0.762749,0.760824,0.757169,0.749604,0.762147,0.750018,0.760694,0.760547,0.764743,0.753074
0.900000,0.808680,0.785509,0.790734,0.788439,0.786734,0.789660,0.801214,0.806676,0.802328,0.798197,0.789510,0.798954,0.793265,0.798899,0.797218,0.794025,0.787408,0.798373,0.787771,0.797105,0.796976,0.800638,0.790445
0.920000,0.844530,0.825116,0.829504,0.827576,0.826145,0.828602,0.838287,0.842855,0.839219,0.835761,0.828476,0.836395,0.831627,0.836348,0.834941,0.832264,0.826711,0.835908,0.827016,0.834845,0.834738,0.837805,0.829261
0.940000,0.881553,0.866310,0.869763,0.868247,0.867120,0.869053,0.876660,0.880241,0.877392,0.874679,0.868954,0.875176,0.871432,0.875140,0.874035,0.871933,0.867566,0.874794,0.867806,0.873960,0.873875,0.876283,0.869572
0.960000,0.919782,0.909148,0.911563,0.910503,0.909715,0.911067,0.916376,0.918869,0.916885,0.914994,0.910998,0.915341,0.912728,0.915316,0.914545,0.913078,0.910027,0.915075,0.910195,0.914493,0.914434,0.916112,0.911429
0.980000,0.959252,0.953691,0.954957,0.954402,0.953989,0.954697,0.957475,0.958776,0.957741,0.956753,0.954661,0.956934,0.955567,0.956921,0.956518,0.955750,0.954152,0.956795,0.954240,0.956490,0.956460,0.957337,0.954887
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
